Post Number,Title,Weekday,Date,Month,Day,Year,Author,Categories,Graphics,Length,Comments,Tweets
460,"A Government Without Taxes, Bonds or Seigniorage",Tuesday,"September 27th, 2011",September,27,2011,Karl Smith,Economics,0,413,10,3
461,Mankiw on Inflation,Tuesday,"September 27th, 2011",September,27,2011,Karl Smith,Economics,5,236,1,3
462,"Are There Too Many Homes in America, Ctd",Tuesday,"September 27th, 2011",September,27,2011,Karl Smith,Economics,4,174,2,3
463,No Agreeing to Disagree,Tuesday,"September 27th, 2011",September,27,2011,Karl Smith,Economics,0,266,1,3
464,More on Landsburg and Money,Tuesday,"September 27th, 2011",September,27,2011,Karl Smith,Economics,0,394,3,3
465,Taxes and Business,Monday,"September 26th, 2011",September,26,2011,Karl Smith,Economics,0,407,15,3
466,Gold,Monday,"September 26th, 2011",September,26,2011,Karl Smith,Economics,0,586,18,3
467,Simple Keynesianism,Monday,"September 26th, 2011",September,26,2011,Karl Smith,Economics,1,504,11,3
468,What Can Texas Teach Us About the Great Recession?,Monday,"September 26th, 2011",September,26,2011,Karl Smith,Economics,7,669,1,3
469,Lucas on Economic Recovery,Monday,"September 26th, 2011",September,26,2011,Karl Smith,Economics,0,881,2,3
470,Is Austerity Contractionary in the PIIGS?,Saturday,"September 24th, 2011",September,24,2011,Karl Smith,Economics,0,451,1,3
471,Slouching Towards Socialism,Thursday,"September 22d, 2011",September,22,2011,Karl Smith,Economics,0,429,8,3
472,The Fed Statement,Wednesday,"September 21st, 2011",September,21,2011,Karl Smith,Economics,0,141,2,3
473,What Am I Optimistic About,Wednesday,"September 21st, 2011",September,21,2011,Karl Smith,Futurism,0,723,15,3
474,There is No Monetary and Fiscal Stimulus Because the President Doesn&rsquo;t Believe in Monetary and Fiscal Stimulus,Tuesday,"September 20th, 2011",September,20,2011,Karl Smith,Economics,1,292,17,3
475,"What&rsquo;s the Story Behind Business Investment, Ctd",Tuesday,"September 20th, 2011",September,20,2011,Karl Smith,Economics,1,169,3,3
476,Is Income Stagnation a Myth?,Tuesday,"September 20th, 2011",September,20,2011,Karl Smith,Economics,3,784,4,3
477,Topsy Turvy and Environmental Economics,Tuesday,"September 20th, 2011",September,20,2011,Karl Smith,Economics,0,490,0,3
478,Pre-Copernican Models and Economic Forecasts,Tuesday,"September 20th, 2011",September,20,2011,Karl Smith,Economics,0,612,9,3
479,Drilling and Investment,Tuesday,"September 20th, 2011",September,20,2011,Karl Smith,Economics,1,418,0,3
480,There are Things Worse Than Pollution And We Have Them,Tuesday,"September 20th, 2011",September,20,2011,Karl Smith,Economics,0,463,6,3
481,Volker on Inflation,Tuesday,"September 20th, 2011",September,20,2011,Karl Smith,Economics,0,328,9,3
482,Crime and Growth,Monday,"September 19th, 2011",September,19,2011,Karl Smith,"Economics , Urbanism",0,420,8,3
483,Krugman and Hystersis,Monday,"September 19th, 2011",September,19,2011,Karl Smith,Economics,3,425,4,3
484,More Parts of the Construction Mystery,Monday,"September 19th, 2011",September,19,2011,Karl Smith,Economics,1,190,1,3
485,In Search of a Theory of the Firm,Monday,"September 19th, 2011",September,19,2011,Karl Smith,Economics,0,215,8,3
486,Health Care Cost Control in Real Life,Sunday,"September 18th, 2011",September,18,2011,Karl Smith,Health Care,0,84,1,3
487,One Idea to Rule Them All,Sunday,"September 18th, 2011",September,18,2011,Karl Smith,"Economics , Science , Society",0,581,5,3
488,Health Care: Unfixable on the Demand Side,Sunday,"September 18th, 2011",September,18,2011,Karl Smith,Economics,0,327,7,3
489,An Offer For Tyler Cowen,Sunday,"September 18th, 2011",September,18,2011,Karl Smith,Economics,1,362,3,3
490,Liquidity Traps in Real Life,Sunday,"September 18th, 2011",September,18,2011,Karl Smith,Economics,1,136,5,3
491,Pethokoukis on Stimulus,Sunday,"September 18th, 2011",September,18,2011,Karl Smith,Economics,0,611,4,3
492,"What&rsquo;s the Story on Business Investment, Ctd",Saturday,"September 17th, 2011",September,17,2011,Karl Smith,Economics,2,127,1,3
493,Green Jobs,Saturday,"September 17th, 2011",September,17,2011,Karl Smith,Economics,0,533,0,3
494,What is Liberalization Failure,Saturday,"September 17th, 2011",September,17,2011,Karl Smith,Economics,0,374,4,3
495,"What&rsquo;s the Story Behind Business Investment, Ctd",Saturday,"September 17th, 2011",September,17,2011,Karl Smith,Economics,1,362,1,3
496,Where is the Middle Class Going?,Friday,"September 16th, 2011",September,16,2011,Karl Smith,Economics,3,427,6,3
497,[Guest Post] History and Theory: Market Monetarism,Friday,"September 16th, 2011",September,16,2011,Niklas Blanchard,"Economics | Tags: Alan Meltzer , Barry Eichengreen , Bill Woolsey , Clark Warburton , David Glasner , George Selgin , Gustov Cassel , Karl Brunner , Knut Wicksell , Lars Christensen , Leland Yeager , Market Monetarism , Milton Friedman , NGDP , Robert Hetzel , Scott Sumner",0,790,13,3
498,The Rise of the Generalist,Friday,"September 16th, 2011",September,16,2011,Karl Smith,Economics,1,322,18,3
499,Immaculate Inflation,Friday,"September 16th, 2011",September,16,2011,Karl Smith,Economics,0,766,2,3
500,What&rsquo;s The Story Behind Business Investment,Thursday,"September 15th, 2011",September,15,2011,Karl Smith,Economics,4,529,0,3
501,Re-Inflation Nation,Thursday,"September 15th, 2011",September,15,2011,Karl Smith,Economics,0,162,1,3
502,Label Me,Thursday,"September 15th, 2011",September,15,2011,Karl Smith,Uncategorized,0,388,7,3
503,Real Output and Booms,Thursday,"September 15th, 2011",September,15,2011,Karl Smith,Economics,3,617,10,3
504,Wages Unstuck,Thursday,"September 15th, 2011",September,15,2011,Karl Smith,Economics,0,303,6,3
505,Philly Fed: Dismal September,Thursday,"September 15th, 2011",September,15,2011,Karl Smith,Economics,1,42,1,3
506,Manufacturing Surveys Continue to Go Badly,Thursday,"September 15th, 2011",September,15,2011,Karl Smith,Economics,0,137,0,3
507,Real Income and Productivity,Thursday,"September 15th, 2011",September,15,2011,Karl Smith,Economics,2,59,1,3
508,What&rsquo;s in GDP,Wednesday,"September 14th, 2011",September,14,2011,Karl Smith,Economics,1,705,3,3
509,The Land that Recession Forgot,Wednesday,"September 14th, 2011",September,14,2011,Karl Smith,Economics,1,162,3,3
510,"FRED Rulz, BEA Drools",Wednesday,"September 14th, 2011",September,14,2011,Karl Smith,Economics,0,100,0,3
511,The Three (hundred million) Body Problem,Wednesday,"September 14th, 2011",September,14,2011,Karl Smith,Economics,0,180,4,3
512,Robin Hanson and Russ Roberts,Wednesday,"September 14th, 2011",September,14,2011,Karl Smith,Economics,0,305,9,3
513,Market Monetarism,Tuesday,"September 13th, 2011",September,13,2011,Niklas Blanchard,"Uncategorized | Tags: Lars Christensen , Market Monetarism",0,1431,17,3
514,There is Just Not that Much Gold,Tuesday,"September 13th, 2011",September,13,2011,Karl Smith,Economics,0,314,28,3
515,To Don Boudreaux: We Need to Stop This,Monday,"September 12th, 2011",September,12,2011,Karl Smith,Economics,1,303,28,3
516,A Stab Consensus: Long Run Stock Returns,Monday,"September 12th, 2011",September,12,2011,Karl Smith,Economics,0,251,9,3
517,Reply to Timothy Lee &ndash;In the Long Run the Market Can&rsquo;t Grow Faster Than The Economy Itself,Monday,"September 12th, 2011",September,12,2011,Karl Smith,Economics,0,302,5,3
518,Unemployment and Stimulus,Monday,"September 12th, 2011",September,12,2011,Karl Smith,Economics,0,601,4,3
519,Investment and Recovery,Monday,"September 12th, 2011",September,12,2011,Karl Smith,Economics,5,303,0,3
520,A Note on Now More Than Ever: Barro and Cowen,Monday,"September 12th, 2011",September,12,2011,Karl Smith,Economics,0,434,1,3
521,I Might Be Taking Something Back on Keynes and Uncertainty,Monday,"September 12th, 2011",September,12,2011,Karl Smith,Economics,2,468,1,3
522,Taking Sarcasm Seriously: Ponzi Scheme Cartoon Edition,Monday,"September 12th, 2011",September,12,2011,Karl Smith,Economics,1,1611,17,3
523,Barro on Saving the Economy,Monday,"September 12th, 2011",September,12,2011,Karl Smith,Economics,0,309,3,3
524,Greg Mankiw on Business Investment,Monday,"September 12th, 2011",September,12,2011,Karl Smith,Economics,0,396,3,3
525,"Would A Ponzi By Any Other Name: The Case of Apple, Inc",Sunday,"September 11th, 2011",September,11,2011,Karl Smith,Economics,13,440,9,3
526,Allen Stanford: A Case Study in Other People&rsquo;s Money,Sunday,"September 11th, 2011",September,11,2011,Karl Smith,Economics,8,358,8,3
527,Steve Allen&rsquo;s Jobs Plan,Sunday,"September 11th, 2011",September,11,2011,Karl Smith,Economics,0,573,4,3
528,Huntsman is right on immigration,Sunday,"September 11th, 2011",September,11,2011,Adam Ozimek,Uncategorized,0,421,1,3
529,"Ponzi Schemes, Social and Otherwise",Sunday,"September 11th, 2011",September,11,2011,Karl Smith,Economics,0,689,15,3
530,Housing Mortgage Refinance,Sunday,"September 11th, 2011",September,11,2011,Karl Smith,Economics,0,498,1,3
531,Structural Adjustment in Teacher Labor Markets,Sunday,"September 11th, 2011",September,11,2011,Adam Ozimek,Uncategorized,0,243,0,3
532,Are We Laying Off Teachers,Saturday,"September 10th, 2011",September,10,2011,Karl Smith,Economics,3,157,8,3
533,Why Can&rsquo;t the CEPR Hire Economists Who Know How to Look Up Data?,Saturday,"September 10th, 2011",September,10,2011,Karl Smith,Economics,2,173,4,3
534,Why America Can&rsquo;t Have Nice Things,Saturday,"September 10th, 2011",September,10,2011,Karl Smith,Economics,2,63,9,3
535,Personal Consumption Expenditures and Me: Everybody Spends,Saturday,"September 10th, 2011",September,10,2011,Karl Smith,Economics,2,511,3,3
536,How Removed Am I?,Saturday,"September 10th, 2011",September,10,2011,Karl Smith,Economics,0,410,5,3
537,Word to the Wise: FPI (Investment) includes Residential Construction,Saturday,"September 10th, 2011",September,10,2011,Karl Smith,Economics,11,414,8,3
538,More Procrastination and Mouthing Off About Things I Haven&rsquo;t Looked At Carefully: Stats Edition,Saturday,"September 10th, 2011",September,10,2011,Karl Smith,"Bias and Rationality , Science",0,869,3,3
539,Reihan on Stimulus,Saturday,"September 10th, 2011",September,10,2011,Karl Smith,Economics,0,1674,6,3
540,Moving the Overton Window: Why is the US Government Still Collecting Taxes,Friday,"September 9th, 2011",September,9,2011,Karl Smith,Economics,2,434,11,3
541,Betsey Stevenson on Jobs Bill,Friday,"September 9th, 2011",September,9,2011,Karl Smith,Economics,0,350,2,3
542,Regulatory Uncertainty,Friday,"September 9th, 2011",September,9,2011,Karl Smith,Economics,4,490,3,3
543,"Structural, Austrian and PSST Stories",Friday,"September 9th, 2011",September,9,2011,Karl Smith,Economics,1,625,2,3
544,How Can the Fed Avoid Hyper-Inflation?,Friday,"September 9th, 2011",September,9,2011,Karl Smith,Economics,0,1286,10,3
545,"Jobs, Jobs, Jobs",Friday,"September 9th, 2011",September,9,2011,Niklas Blanchard,"Society | Tags: American Jobs Act , NGDP , Obama",1,735,4,3
546,The Jobs Speech,Thursday,"September 8th, 2011",September,8,2011,Karl Smith,Economics,0,240,6,3
547,"Reply to Murphy Ctd, Attack of the Gnomes",Thursday,"September 8th, 2011",September,8,2011,Karl Smith,Economics,0,497,6,3
548,Reply to Murphy: On the Eighth Day God Created the General Algebraic Modeling System,Thursday,"September 8th, 2011",September,8,2011,Karl Smith,Economics,3,1010,5,3
549,Murphy on Bonds,Wednesday,"September 7th, 2011",September,7,2011,Karl Smith,Economics,3,392,0,3
550,Krugman on Gold,Wednesday,"September 7th, 2011",September,7,2011,Karl Smith,Economics,1,388,6,3
551,Subsidies vs Spending,Wednesday,"September 7th, 2011",September,7,2011,Karl Smith,Economics,0,252,3,3
552,Sticky Prices and Monetary Policy,Wednesday,"September 7th, 2011",September,7,2011,Karl Smith,Economics,0,782,7,3
553,My Slides From the Debate With Bob Murphy,Tuesday,"September 6th, 2011",September,6,2011,Karl Smith,Economics,26,47,8,3
554,Matt Yglesias Makes Some Notes Relevant to My Theory of Democracy,Tuesday,"September 6th, 2011",September,6,2011,Karl Smith,"Law , Society",0,315,3,3
555,On Tinkerbell Policy,Tuesday,"September 6th, 2011",September,6,2011,Karl Smith,Economics,0,320,2,3
556,"Are There Too Many Homes in America, Ctd",Tuesday,"September 6th, 2011",September,6,2011,Karl Smith,Economics,1,274,3,3
557,Club Keynes,Tuesday,"September 6th, 2011",September,6,2011,Karl Smith,Economics,0,330,14,3
558,The Fed and Interest Rates,Tuesday,"September 6th, 2011",September,6,2011,Karl Smith,Economics,0,651,5,3
559,"Are There Too Many Homes in America, Ctd",Tuesday,"September 6th, 2011",September,6,2011,Karl Smith,Economics,3,239,4,3
560,Bastiat and the Keynesians,Tuesday,"September 6th, 2011",September,6,2011,Karl Smith,Economics,1,627,8,3
561,Wealth vs. Employment,Monday,"September 5th, 2011",September,5,2011,Karl Smith,Economics,2,102,2,3
562,Morning in Australia,Monday,"September 5th, 2011",September,5,2011,Karl Smith,Economics,3,249,5,3
563,Do You Have to Write These Things to Publish Op-Eds: Gary Becker Edition,Monday,"September 5th, 2011",September,5,2011,Karl Smith,Uncategorized,0,484,1,3
564,"Technological Cross of Gold, Ctd",Monday,"September 5th, 2011",September,5,2011,Karl Smith,Economics,0,528,3,3
565,When Does a Baby Gain Human Rights,Monday,"September 5th, 2011",September,5,2011,Karl Smith,"Bias and Rationality , Futurism , Law , Society",0,576,12,3
566,Tyler Cowen and Austrian Business Cycles: What Story Are We Telling?,Monday,"September 5th, 2011",September,5,2011,Karl Smith,Economics,2,354,6,3
567,What Tyler Cowen would have believed in 2005 if be believed in Austrian business cycle theory,Sunday,"September 4th, 2011",September,4,2011,Adam Ozimek,Uncategorized,0,86,6,3
568,On 4% Inflation,Sunday,"September 4th, 2011",September,4,2011,Karl Smith,Economics,1,227,2,3
569,Confused on a Higher Level About More Important Things,Sunday,"September 4th, 2011",September,4,2011,Karl Smith,Economics,0,469,22,3
570,An Endless War by Other Means,Sunday,"September 4th, 2011",September,4,2011,Karl Smith,Economics,0,504,6,3
571,Virus Ideas: Supply-Side and Otherwise,Sunday,"September 4th, 2011",September,4,2011,Karl Smith,Bias and Rationality,0,241,6,3
572,How To Lose A Debate,Sunday,"September 4th, 2011",September,4,2011,Karl Smith,"Bias and Rationality , Economics",1,477,29,3
573,"Jobs Report Post-Strike, Public and Private",Friday,"September 2d, 2011",September,2,2011,Karl Smith,Economics,0,265,1,3
574,"Industrial Policy, Public Choice and Negative Real Rates of Return",Thursday,"September 1st, 2011",September,1,2011,Karl Smith,Economics,0,428,3,3
575,Good News on ISM,Thursday,"September 1st, 2011",September,1,2011,Karl Smith,Economics,1,147,2,3
576,Steven Williamson on Liquidity Traps,Wednesday,"August 31st, 2011",August,31,2011,Karl Smith,Economics,0,272,1,3
577,Corporations vs Unions,Wednesday,"August 31st, 2011",August,31,2011,Adam Ozimek,Uncategorized,0,512,15,3
578,This is My Policy And I am Sticking to It,Tuesday,"August 30th, 2011",August,30,2011,Karl Smith,Economics,0,322,4,3
579,"Classic Central Banking, Ctd",Tuesday,"August 30th, 2011",August,30,2011,Karl Smith,Economics,0,126,0,3
580,Classic Central Banking: The Statement is the Policy,Tuesday,"August 30th, 2011",August,30,2011,Karl Smith,Economics,0,207,0,3
581,Lowering Expectations: My Debate with Bob Murphy,Tuesday,"August 30th, 2011",August,30,2011,Karl Smith,"Economics , Event of the Century",0,400,76,3
582,The benefit of waiting to sell a house,Tuesday,"August 30th, 2011",August,30,2011,Adam Ozimek,Uncategorized,0,470,3,3
583,The 401(k) Pyramid,Monday,"August 29th, 2011",August,29,2011,Karl Smith,Economics,0,82,6,3
584,Rejoinder to Dean Baker on Double Dip,Monday,"August 29th, 2011",August,29,2011,Karl Smith,Economics,0,286,0,3
585,Double Dip Watch: Texas and PCE,Monday,"August 29th, 2011",August,29,2011,Karl Smith,Economics,1,178,4,3
586,Krueger to CEA,Monday,"August 29th, 2011",August,29,2011,Adam Ozimek,Uncategorized,0,433,2,3
587,"Oil!, Ctd",Sunday,"August 28th, 2011",August,28,2011,Karl Smith,"Economics , Law",0,145,4,3
588,"In the future, people will cut off their limbs",Sunday,"August 28th, 2011",August,28,2011,Adam Ozimek,"Futurism , Law , Science , Society",3,174,3,3
589,The Best Kind of Hurricane Is One That Doesn&#8217;t Show Up,Saturday,"August 27th, 2011",August,27,2011,Adam Ozimek,Uncategorized,0,253,3,3
590,Why Manufacturing Surveys Matter,Saturday,"August 27th, 2011",August,27,2011,Karl Smith,Economics,3,350,1,3
591,Why Not Payroll Tax Cuts?,Saturday,"August 27th, 2011",August,27,2011,Karl Smith,Economics,0,291,13,3
592,The Recession in Context (More Charts),Saturday,"August 27th, 2011",August,27,2011,Karl Smith,Economics,7,346,1,3
593,Oil!,Friday,"August 26th, 2011",August,26,2011,Karl Smith,Economics,0,419,8,3
594,"Bernanke, Woodford, Krugman and the Way Forward",Friday,"August 26th, 2011",August,26,2011,Karl Smith,Economics,0,407,3,3
595,Contributions to GDP: Housing and Government,Friday,"August 26th, 2011",August,26,2011,Karl Smith,Economics,2,614,1,3
596,An Alternative Quick Take on Bernanke,Friday,"August 26th, 2011",August,26,2011,Karl Smith,Economics,0,259,0,3
597,Quick Note on Bernanke,Friday,"August 26th, 2011",August,26,2011,Niklas Blanchard,"Just Wow | Tags: Bernanke , Fed , Jackson Hole , Monetary policy",0,183,0,3
598,Where is GDP Growth (or lack there of) Coming From,Friday,"August 26th, 2011",August,26,2011,Karl Smith,Economics,6,133,4,3
599,Just A Quick Note on GDP Revisions,Friday,"August 26th, 2011",August,26,2011,Karl Smith,Economics,0,149,2,3
600,"The End of History, Ctd",Friday,"August 26th, 2011",August,26,2011,Karl Smith,Economics,0,458,2,3
601,"The End of History, Ctd",Thursday,"August 25th, 2011",August,25,2011,Karl Smith,Economics,0,281,6,3
602,Every State Governs With The Implicit Consent of The Governed,Thursday,"August 25th, 2011",August,25,2011,Karl Smith,Economics,0,219,4,3
603,In What&rsquo;s Already Being Called the Battle of the Century I will Debate Robert P. Murphy on Government Spending and Growth,Thursday,"August 25th, 2011",August,25,2011,Karl Smith,Economics,0,326,6,3
604,Kansas Fed: Manufacturing Stable; BLS: New Claims Rise,Thursday,"August 25th, 2011",August,25,2011,Karl Smith,Economics,1,144,0,3
605,Twin Studies,Thursday,"August 25th, 2011",August,25,2011,Karl Smith,"Modeled Behavior , Science",1,776,6,3
606,No Bondholder Left Behind,Wednesday,"August 24th, 2011",August,24,2011,Karl Smith,Economics,0,270,4,3
607,Lindau Nobel Conference,Wednesday,"August 24th, 2011",August,24,2011,Karl Smith,Economics,0,97,0,3
608,Debt and Regret: New 5 year US Treasuries Yielding 1.0279%,Wednesday,"August 24th, 2011",August,24,2011,Karl Smith,Economics,1,124,5,3
609,Carbon taxes in a recession,Wednesday,"August 24th, 2011",August,24,2011,Adam Ozimek,"Economics , Global Warming",0,774,4,3
610,After Years of Warning Folks To Avoid Labor Theories of Value Many Conservatives Conflate Labor and Value,Tuesday,"August 23rd, 2011",August,23,2011,Karl Smith,Economics,4,933,36,3
611,Matt Yglesias Chooses to Mock What He Doesn&rsquo;t Understand,Tuesday,"August 23rd, 2011",August,23,2011,Karl Smith,Futurism,1,146,0,3
612,Is the American Dole Really Falling Away,Tuesday,"August 23rd, 2011",August,23,2011,Karl Smith,Economics,1,190,2,3
613,The Test,Tuesday,"August 23rd, 2011",August,23,2011,Karl Smith,"Economics , Society",0,141,2,3
614,Is Liberalism The End?,Tuesday,"August 23rd, 2011",August,23,2011,Karl Smith,Economics,0,222,7,3
615,Regional Manufacturing Surveys Continue to Go Badly,Tuesday,"August 23rd, 2011",August,23,2011,Karl Smith,Economics,1,293,2,3
616,I was wrong on housing and mobility,Tuesday,"August 23rd, 2011",August,23,2011,Adam Ozimek,Economics,0,485,3,3
617,"The 401K Pyramid/Sell to Whom, Ctd",Monday,"August 22d, 2011",August,22,2011,Karl Smith,Economics,1,107,7,3
618,Robots vs. China,Monday,"August 22d, 2011",August,22,2011,Karl Smith,Economics,0,164,1,3
619,Sell to Whom?,Monday,"August 22d, 2011",August,22,2011,Karl Smith,Economics,0,256,1,3
620,Payroll Tax,Monday,"August 22d, 2011",August,22,2011,Karl Smith,Economics,0,227,3,3
621,The Movie Inside Job and The Problem of Affect,Monday,"August 22d, 2011",August,22,2011,Karl Smith,Economics,0,338,1,3
622,The Near Future Will Be Like the Near Past&ndash;Only More So,Monday,"August 22d, 2011",August,22,2011,Karl Smith,"Economics , Health Care",0,418,5,3
623,Where Is Everybody: Does Being Able To Ask That Question Answer It?,Saturday,"August 20th, 2011",August,20,2011,Karl Smith,Economics,0,542,15,3
624,Is It Really That Bad In Japan,Saturday,"August 20th, 2011",August,20,2011,Karl Smith,Economics,2,290,6,3
625,Debt and Regret,Saturday,"August 20th, 2011",August,20,2011,Karl Smith,Economics,0,878,19,3
626,Steve Moore on Unemployment Insurance,Friday,"August 19th, 2011",August,19,2011,Karl Smith,Economics,0,223,6,3
627,Daily Complaint About Rick Perry and Central Bank Independence,Friday,"August 19th, 2011",August,19,2011,Karl Smith,Economics,0,95,6,3
628,Tyler Cowen Is Converted But Not By Me,Friday,"August 19th, 2011",August,19,2011,Karl Smith,Economics,0,224,5,3
629,"Fairness: preserving the commons, or leading us to inefficiency?",Friday,"August 19th, 2011",August,19,2011,Adam Ozimek,"Economics , Law , Modeled Behavior , Society",0,760,7,3
630,Not Letting Rick Perry Go on Monetary Independence,Thursday,"August 18th, 2011",August,18,2011,Karl Smith,Economics,1,363,4,3
631,"Well, Shit",Thursday,"August 18th, 2011",August,18,2011,Karl Smith,Economics,1,205,4,3
632,New Claims and Consumer Inflation,Thursday,"August 18th, 2011",August,18,2011,Karl Smith,Economics,0,243,0,3
633,Supply Always Matters,Thursday,"August 18th, 2011",August,18,2011,Karl Smith,Economics,0,263,2,3
634,Texas and Recessions,Thursday,"August 18th, 2011",August,18,2011,Karl Smith,Economics,2,664,3,3
635,On My Low Bar,Wednesday,"August 17th, 2011",August,17,2011,Karl Smith,Economics,0,227,7,3
636,Grieder on Rick Perry&ndash;I Need More,Wednesday,"August 17th, 2011",August,17,2011,Karl Smith,Society,1,553,7,3
637,I&#8217;m cashing out my 401k and putting all my money into lotteries,Wednesday,"August 17th, 2011",August,17,2011,Adam Ozimek,"Bias and Rationality , Economics , Modeled Behavior",0,284,32,3
638,"And, Like That Rick Perry Becomes the Most Hated Man in the Financial/Economics Community",Tuesday,"August 16th, 2011",August,16,2011,Karl Smith,Economics,0,125,13,3
639,Why Are There Short People?,Tuesday,"August 16th, 2011",August,16,2011,Karl Smith,Economics,0,105,29,3
640,Double Dip Watch: Industrial Production Surge,Tuesday,"August 16th, 2011",August,16,2011,Karl Smith,Economics,0,177,2,3
641,"Yes Virginia, Nominal Interest Rates Can Be Negative",Monday,"August 15th, 2011",August,15,2011,Karl Smith,Economics,1,159,1,3
642,Radical Federalism,Monday,"August 15th, 2011",August,15,2011,Karl Smith,Economics,0,293,5,3
643,Manufacturing Surveys Start Out Badly,Monday,"August 15th, 2011",August,15,2011,Karl Smith,Economics,1,224,0,3
644,"Sticky Wages, Sticky Prices, Sticky Debt",Monday,"August 15th, 2011",August,15,2011,Karl Smith,Economics,0,484,3,3
645,"Optimal Tax Rates, Laffer Curves and Growth",Monday,"August 15th, 2011",August,15,2011,Karl Smith,Economics,0,229,1,3
646,Why are house prices sticky?,Monday,"August 15th, 2011",August,15,2011,Adam Ozimek,Uncategorized,0,597,2,3
647,The Stickiest Price: Land and Recessions,Sunday,"August 14th, 2011",August,14,2011,Karl Smith,Economics,0,675,11,3
648,In A World With Over Nearly A Billion People In Extreme Poverty How Is Too Much Capital A Problem,Saturday,"August 13th, 2011",August,13,2011,Karl Smith,Economics,1,396,9,3
649,Immigration barriers: preserving the modern aristocracy,Saturday,"August 13th, 2011",August,13,2011,Adam Ozimek,Uncategorized,0,338,7,3
650,The Most Important Presidential Election of Our Lifetime,Saturday,"August 13th, 2011",August,13,2011,Karl Smith,Society,0,582,6,3
651,The Money Has to *Go* Somewhere: Oil Shocks and Recessions,Friday,"August 12th, 2011",August,12,2011,Karl Smith,Economics,1,269,9,3
652,Double Dip Watch: Retail Sales,Friday,"August 12th, 2011",August,12,2011,Karl Smith,Economics,0,153,1,3
653,Sometimes I wonder if price and quantity might somehow be related,Thursday,"August 11th, 2011",August,11,2011,Adam Ozimek,Uncategorized,1,260,11,3
654,Goody Goody Gum Drops,Thursday,"August 11th, 2011",August,11,2011,Karl Smith,Data Release,3,108,3,3
655,A Tale of Two Forecasts,Thursday,"August 11th, 2011",August,11,2011,Karl Smith,Economics,0,279,1,3
656,Interview: Retired Moody&#8217;s Sovereign Ratings Director David Levey,Wednesday,"August 10th, 2011",August,10,2011,Adam Ozimek,Uncategorized,0,1242,3,3
657,"America, Summarized Nicely",Wednesday,"August 10th, 2011",August,10,2011,Adam Ozimek,Uncategorized,0,82,6,3
658,Just How Much Money Can the Government Make By Borrowing?,Wednesday,"August 10th, 2011",August,10,2011,Karl Smith,Economics,2,52,2,3
659,JOLTS Brief,Wednesday,"August 10th, 2011",August,10,2011,Karl Smith,Economics,1,60,0,3
660,"Double Dip: The Model Says Yes, The Mind Says No",Wednesday,"August 10th, 2011",August,10,2011,Karl Smith,Uncategorized,0,261,12,3
661,Liquidity Demand in Real Life,Wednesday,"August 10th, 2011",August,10,2011,Karl Smith,Economics,0,171,0,3
662,China in America,Wednesday,"August 10th, 2011",August,10,2011,Karl Smith,Economics,0,244,4,3
663,Pettis on China is a Must Read,Tuesday,"August 9th, 2011",August,9,2011,Karl Smith,Economics,0,252,2,3
664,Are Likely to Warrant,Tuesday,"August 9th, 2011",August,9,2011,Karl Smith,Economics,0,372,0,3
665,Man on the Street,Tuesday,"August 9th, 2011",August,9,2011,Karl Smith,Economics,0,109,0,3
666,The US does not have an Investment Problem it has a Housing Problem,Tuesday,"August 9th, 2011",August,9,2011,Karl Smith,Economics,2,109,0,3
667,Fed Revives Classic Central Banking,Tuesday,"August 9th, 2011",August,9,2011,Karl Smith,Economics,0,188,0,3
668,The Sovereign Ceiling,Tuesday,"August 9th, 2011",August,9,2011,Karl Smith,Economics,0,112,6,3
669,The Fed Needs to Be Bold Today,Tuesday,"August 9th, 2011",August,9,2011,Niklas Blanchard,Uncategorized | Tags: Federal Reserve,1,248,3,3
670,Krugman on the S&amp;P Downgrade,Monday,"August 8th, 2011",August,8,2011,Karl Smith,Economics,0,400,4,3
671,"Krugman, Debt Dynamics and General Understanding",Monday,"August 8th, 2011",August,8,2011,Karl Smith,Economics,0,133,3,3
672,One (Perhaps) Last Note on Bond Prices in the Wake of S&amp;P,Monday,"August 8th, 2011",August,8,2011,Karl Smith,Uncategorized,0,374,8,3
673,Markets Matter,Monday,"August 8th, 2011",August,8,2011,Karl Smith,Economics,0,243,1,3
674,Economics of Contempt Offers A Strong Rebuttal to the Notion of a Political Downgrade,Monday,"August 8th, 2011",August,8,2011,Karl Smith,Uncategorized,0,405,3,3
675,Disjoint Futures?,Monday,"August 8th, 2011",August,8,2011,Karl Smith,Economics,0,425,1,3
676,Krugman on ECB Intervention,Monday,"August 8th, 2011",August,8,2011,Karl Smith,Economics,0,395,0,3
677,Greenspan on Default,Sunday,"August 7th, 2011",August,7,2011,Karl Smith,Economics,0,610,9,3
678,Was the market dive because of the downgrade?,Sunday,"August 7th, 2011",August,7,2011,Adam Ozimek,Uncategorized,0,144,2,3
679,What will Fitch do?,Sunday,"August 7th, 2011",August,7,2011,Adam Ozimek,Uncategorized,0,385,3,3
680,Understanding Credit Scores,Saturday,"August 6th, 2011",August,6,2011,Karl Smith,Economics,0,343,21,3
681,How to Build a Better Global Financial System,Saturday,"August 6th, 2011",August,6,2011,Karl Smith,Economics,0,364,11,3
682,Karl and China,Saturday,"August 6th, 2011",August,6,2011,Adam Ozimek,Uncategorized,0,132,2,3
