postnum	tweets	likes	bin_tweet	bin_like	diff_tweets_likes	prop_tweet	prop_like	comments	title	date	graphics	length	videos	gradelevel	johnsides	henryfarrell	joshuatucker	larrybartels	andrewrudalevige	andrewgelman	jamesfearon	erikvoeten	sarahbinder	ericachenoweth	danhopkins	nolanmccarty	gregorykoger	jonathanrobinson	vanessawilliamson	jasonlyall	hansnoel	suzannemettler	paul	laynamosley	catiebailard	presidency	potpourri	environmentalpolitics	war	comparativepolitics	publicopinion	blogs	politicalscienceandjournalism	campaignsandelections	politicaleconomy	legislativepolitics	graphiti	politicalparties	law	experimentalanalysis	othersocialscience	policy	media	foreignpolicy	internationalrelations	internationalsecurity	methodology	electoralfraud	institutions	frivolity	tedmccaggcartoons	academia	electionreports	immigration	judicial	itandpolitics	data	violence	politicseverywhere	bureaucracy	obituary	sports	politicalscience	protest	housekeeping	senateprocedure	newsletters	healthcare	politicalsciencenews	education	science	musicandotherpopularculture	transitions	politicaltheory	thisweekinpoliticalscience	generalpolitics	interestgroups	methepeople	valid	tweetLike	logtweetlike	has_graphics	smoothtweet	smoothlike	smoothtweetlike	logsmoothtweetlike	loglength	tweetrating	tweetsandlikes	nographicslikes
654	4	2	1	0	2	.6666667	.3333333	4	"The Debt Ceiling Yet Again: A Quick Response to Nate Silver"	"7/14/2011"	0	224	0	8.89625	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	.30103	0	5	3	1.666667	.2218487	5.411646	.2218487	1	0
575	10	3	1	0	7	.7692308	.2307692	3	"From AAA to AA+: Markets, Governments and the Downgrade"	"8/6/2011"	0	1180	0	11.96669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.333333	.5228787	0	11	4	2.75	.4393327	7.07327	.4393327	1	0
703	10	7	1	0	3	.5882353	.4117647	5	"Political Science and Gay Marriage in New York"	"6/27/2011"	0	864	0	10.16819	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.428571	.154902	0	11	8	1.375	.1383027	6.761573	.1383027	1	0
291	6	0	1	0	6	1	0	1	"Gauging the Influence of Public Interest Groups"	"10/31/2011"	0	1002	0	10.18972	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0				0	7	1	7	.845098	6.909753	.845098	0	0
204	4	0	1	0	4	1	0	1	"Does Retail Politics Work?"	"11/30/2011"	0	67	0	11.10996	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	5	1	5	.69897	4.204693	.69897	0	0
535	24	15	1	0	9	.6153846	.3846154	7	"Who is the Tea Party?"	"8/17/2011"	0	273	0	11.48864	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.6	.20412	0	25	16	1.5625	.19382	5.609472	.19382	1	0
480	4	0	1	0	4	1	0	0	"Woodrow Wilson Center Fellowships"	"9/7/2011"	0	102	0	12.03738	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	5	1	5	.69897	4.624973	.69897	0	0
806	2	0	1	0	2	1	0	1	"Why plagiarize?"	"5/24/2011"	0	30	0	3.256667	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	3	1	3	.4771213	3.401197	.4771213	0	0
161	4	29	0	1	-25	.1212121	.8787879	1	"Climate Negotiations in Durban: Is the Glass Half Empty or Half Full, and Does It Really Matter?"	"12/11/2011"	0	889	0	12.49718	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.137931	-.860338	0	5	30	.1666667	-.7781512	6.790097	-.7781512	1	1
828	2	0	1	0	2	1	0	0	"International monetary fun"	"5/15/2011"	0	14	0	.5603846	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0				0	3	1	3	.4771213	2.639057	.4771213	0	0
776	3	3	0	1	0	.5	.5	0	"Ambassador McFaul"	"6/2/2011"	0	713	0	14.53543	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	4	1	0	6.569481	0	1	0
777	3	0	1	0	3	1	0	1	"Tarrow seminar"	"6/2/2011"	0	21	0	7.367631	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	4	1	4	.60206	3.044523	.60206	0	0
804	1	0	1	0	1	1	0	2	"ù"	"5/24/2011"	0	169	0	11.16496	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	2	1	2	.30103	5.129899	.30103	0	0
843	0	0	0	1	0			1	"Targeting Strategies in 2008, and Lessons for 2012"	"5/10/2011"	0	278	0	11.21403	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	1	1	1	0	5.627621	0	0	0
194	8	0	1	0	8	1	0	0	"Blogging at Behind the Numbers"	"12/5/2011"	0	83	0	8.159513	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0				0	9	1	9	.9542425	4.41884	.9542425	0	0
200	29	26	1	0	3	.5272727	.4727273	1	"Did Race Cost Obama in 2008?"	"12/1/2011"	0	624	0	10.86186	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.115385	.0474246	0	30	27	1.111111	.0457575	6.436151	.0457575	1	0
196	1	0	1	0	1	1	0	2	"Niall Ferguson offers to give away all his money and resign his tenured job"	"12/3/2011"	0	23	0	1.721087	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	2	1	2	.30103	3.135494	.30103	0	0
536	5	13	0	1	-8	.2777778	.7222222	4	"Robert Kaplan, Nationalism, and Confusion (Guest Post by Paul Staniland)"	"8/17/2011"	0	833	0	13.49275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.3846154	-.4149733	0	6	14	.4285714	-.3679768	6.725034	-.3679768	1	1
695	0	0	0	1	0			5	"Potpourri (Grammar and Punctuation Edition)"	"6/29/2011"	0	60	0	5.569032	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	1	1	1	0	4.094345	0	0	0
447	4	0	1	0	4	1	0	4	"Potpourri"	"9/15/2011"	0	84	0	7.091229	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	5	1	5	.69897	4.430817	.69897	0	0
588	3	0	1	0	3	1	0	0	"Potpourri"	"8/3/2011"	0	29	0	9.14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	4	1	4	.60206	3.367296	.60206	0	0
639	10	3	1	0	7	.7692308	.2307692	1	"Realpolitik and Dragons"	"7/20/2011"	0	518	0	13.3416	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.333333	.5228787	0	11	4	2.75	.4393327	6.249975	.4393327	1	0
801	3	2	1	0	1	.6	.4	3	"Some Observations on Israel"	"5/25/2011"	0	550	0	11.20099	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.5	.1760913	0	4	3	1.333333	.1249387	6.309918	.1249387	1	0
840	0	0	0	1	0			1	"ù"	"5/11/2011"	0	693	0	7.294811	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	1	1	1	0	6.54103	0	0	0
308	8	0	1	0	8	1	0	1	"Ethical Challenges of Embedded Experimentation"	"10/26/2011"	0	6809	0	14.81688	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0				0	9	1	9	.9542425	8.826	.9542425	0	0
657	8	14	0	1	-6	.3636364	.6363636	1	"The Debt Ceiling and Blame for Obama and the GOP"	"7/14/2011"	0	505	0	8.914403	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.5714286	-.243038	0	9	15	.6	-.2218487	6.224558	-.2218487	1	1
595	4	26	0	1	-22	.1333333	.8666667	1	"Politics of the House vote to raise the debt ceiling"	"8/2/2011"	0	476	0	11.34156	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.1538462	-.8129134	0	5	27	.1851852	-.7323938	6.165418	-.7323938	1	1
469	7	0	1	0	7	1	0	1	"This Week in Political Science"	"9/9/2011"	0	643	0	14.28256	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0				0	8	1	8	.90309	6.466145	.90309	0	0
207	7	0	1	0	7	1	0	0	"Racially Charged Searches and the Obama Vote"	"11/30/2011"	0	302	0	13.65908	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	8	1	8	.90309	5.710427	.90309	0	0
276	1	0	1	0	1	1	0	1	"The redistricting song"	"11/2/2011"	0	47	0	14.66583	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	2	1	2	.30103	3.850147	.30103	0	0
507	25	3	1	0	22	.8928571	.1071429	1	"Crowd Sourcing a Bibliography: Social Media and Protest"	"8/25/2011"	0	810	0	7.920004	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8.333333	.9208187	0	26	4	6.5	.8129134	6.697034	.8129134	1	0
253	9	0	1	0	9	1	0	8	"On Obama's Secret Weapon"	"11/10/2011"	0	920	0	11.94155	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	10	1	10	1	6.824374	1	0	0
602	6	4	1	0	2	.6	.4	8	"ù"	"7/31/2011"	0	182	0	6.466327	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.5	.1760913	0	7	5	1.4	.146128	5.204007	.146128	1	0
464	5	0	1	0	5	1	0	4	"Fourteen magic words: an update"	"9/10/2011"	0	625	0	12.94564	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	6	1	6	.7781513	6.437752	.7781513	0	0
670	4	0	1	0	4	1	0	4	"Arrow's theorem update"	"7/12/2011"	0	489	0	9.324879	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	5	1	5	.69897	6.192362	.69897	0	0
213	1	0	1	0	1	1	0	0	"Why are primaries hard to predict?"	"11/29/2011"	0	116	0	9.272874	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	2	1	2	.30103	4.75359	.30103	0	0
435	5	11	0	1	-6	.3125	.6875	4	"ù"	"9/19/2011"	0	628	0	11.31085	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.4545455	-.3424227	0	6	12	.5	-.30103	6.44254	-.30103	1	1
613	2	0	1	0	2	1	0	7	"Holy Roman Empire"	"7/27/2011"	0	197	0	7.247134	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	3	1	3	.4771213	5.283204	.4771213	0	0
793	6	10	0	1	-4	.375	.625	1	"Why aren't there IRB's for the development industry?"	"5/26/2011"	0	715	0	15.46678	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.6	-.2218487	0	7	11	.6363636	-.1962947	6.572282	-.1962947	1	1
35	7	6	1	0	1	.5384616	.4615385	0	"Military Strikes against Iran's Nuclear Facilities: Are They Likely and Will They Work?"	"1/23/2012"	0	1158	0	12.90086	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.166667	.0669468	0	8	7	1.142857	.057992	7.05445	.057992	1	0
151	8	0	1	0	8	1	0	0	"Russia: Middle Class Rising"	"12/13/2011"	0	632	0	15.13879	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	9	1	9	.9542425	6.448889	.9542425	0	0
363	2	4	0	1	-2	.3333333	.6666667	0	"The Democratic Deficit in the States"	"10/9/2011"	0	192	0	12.59062	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.5	-.30103	0	3	5	.6	-.2218487	5.257495	-.2218487	1	1
711	2	1	1	0	1	.6666667	.3333333	0	"Review, Gary Herrigel's Manufacturing Possibilities"	"6/23/2011"	0	8849	0	14.8148	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	.30103	0	3	2	1.5	.1760913	9.088059	.1760913	1	0
65	11	5	1	0	6	.6875	.3125	2	"David Brooks wishes George W. Bush could run for a third term, also says he's not allowed to talk about what he just talked about"	"1/13/2012"	0	491	0	8.820474	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.2	.3424227	0	12	6	2	.30103	6.196444	.30103	1	0
372	12	3	1	0	9	.8	.2	2	"Political Science Journals as Indirect Lobbying"	"10/4/2011"	0	866	0	14.29067	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	.60206	0	13	4	3.25	.5118834	6.763885	.5118834	1	0
81	4	1	1	0	3	.8	.2	1	"Beware the New Hampshire Expectations Game"	"1/9/2012"	0	215	0	8.513928	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	.60206	0	5	2	2.5	.39794	5.370638	.39794	1	0
199	2	2	0	1	0	.5	.5	0	"Donate Your Data to Science!"	"12/2/2011"	0	56	0	6.951207	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	3	1	0	4.025352	0	1	0
140	8	4	1	0	4	.6666667	.3333333	3	"Kim Jong Il and Vaclav Havel: How Much do Individuals Matter in Politics?"	"12/19/2011"	0	815	0	12.13704	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	.30103	0	9	5	1.8	.2552725	6.703188	.2552725	1	0
229	3	0	1	0	3	1	0	0	"Journalist's Resource"	"11/22/2011"	0	149	0	8.484086	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	4	1	4	.60206	5.003946	.60206	0	0
571	50	39	1	0	11	.5617977	.4382023	2	"Script Doctor"	"8/7/2011"	0	452	0	12.25153	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.282051	.1079054	0	51	40	1.275	.1055102	6.113682	.1055102	1	0
102	28	8	1	0	20	.7777778	.2222222	0	"Moral Hazard in Authoritarian Repression and the Fate of Dictators"	"1/4/2012"	0	2321	0	17.50348	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3.5	.544068	0	29	9	3.222222	.5081555	7.749753	.5081555	1	0
821	1	0	1	0	1	1	0	6	"Potpourri"	"5/18/2011"	0	55	0	7.073692	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	2	1	2	.30103	4.007333	.30103	0	0
346	3	0	1	0	3	1	0	3	"The Budget Battle as a Game of Chicken"	"10/14/2011"	0	181	0	11.7213	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	4	1	4	.60206	5.198497	.60206	0	0
723	3	2	1	0	1	.6	.4	2	"Harsh words from Erik Gartzke on the relevance of political science"	"6/20/2011"	0	240	0	11.40012	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.5	.1760913	0	4	3	1.333333	.1249387	5.480639	.1249387	1	0
259	3	0	1	0	3	1	0	9	"Mandatory Voting Isn't a Solution to Polarization"	"11/8/2011"	0	786	0	10.84973	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	4	1	4	.60206	6.666957	.60206	0	0
487	6	2	1	0	4	.75	.25	0	"Should U.S. Universities Fight Back Against China?"	"9/2/2011"	0	75	0	10.06778	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	.4771213	0	7	3	2.333333	.3679768	4.317488	.3679768	1	0
