"","postnum","tweets","likes","bin_tweet","bin_like","diff_tweets_likes","prop_tweet","prop_like","Comments","title","date","Graphics","Length","videos","gradelevel","johnsides","henryfarrell","joshuatucker","larrybartels","andrewrudalevige","andrewgelman","jamesfearon","erikvoeten","sarahbinder","ericachenoweth","danhopkins","nolanmccarty","gregorykoger","jonathanrobinson","vanessawilliamson","jasonlyall","hansnoel","suzannemettler","paul","laynamosley","catiebailard","presidency","potpourri","environmentalpolitics","war","comparativepolitics","publicopinion","blogs","politicalscienceandjournalism","campaignsandelections","politicaleconomy","legislativepolitics","graphiti","politicalparties","law","experimentalanalysis","othersocialscience","policy","media","foreignpolicy","internationalrelations","internationalsecurity","methodology","electoralfraud","institutions","frivolity","tedmccaggcartoons","academia","electionreports","immigration","judicial","itandpolitics","data","violence","politicseverywhere","bureaucracy","obituary","sports","politicalscience","protest","housekeeping","senateprocedure","newsletters","healthcare","politicalsciencenews","education","science","musicandotherpopularculture","transitions","politicaltheory","thisweekinpoliticalscience","generalpolitics","interestgroups","methepeople","valid","tweetLike","logtweetlike","has_graphics","smoothtweet","smoothlike","smoothtweetlike","logsmoothtweetlike","loglength","tweetrating","tweetsandlikes","year","day","month","newdate","weekday","weekdaynum","weekday01","sincelast"
"383",383,8,2,1,0,6,0.800000011920929,0.200000002980232,3,"Occupy Wall Street as a Social Movement","9/30/2011",0,451,0,11.0543479919434,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.60206001996994,0,9,3,3,0.477121263742447,6.1114673614502,0.477121263742447,1,"2011","30","9",2011-09-30,"Friday","5",1,0
"384",384,5,3,1,0,2,0.625,0.375,3,"Why Michael Kinsley Is Wrong about Chris Christie's Weight","9/30/2011",0,84,0,7.21142864227295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.66666662693024,0.221848741173744,0,6,4,1.5,0.176091253757477,4.43081665039062,0.176091253757477,1,"2011","30","9",2011-09-30,"Friday","5",1,0
"385",385,6,2,1,0,4,0.75,0.25,1,"ù","9/30/2011",0,275,0,7.56105518341064,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.477121263742447,0,7,3,2.33333325386047,0.367976784706116,5.61677122116089,0.367976784706116,1,"2011","30","9",2011-09-30,"Friday","5",1,1
"386",386,5,2,1,0,3,0.714285731315613,0.28571429848671,5,"Terrorism in Democracies: A Response to Chenoweth","9/29/2011",1,450,0,14.8635396957397,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,0.397940009832382,1,6,3,2,0.30103000998497,6.10924768447876,0.30103000998497,1,"2011","29","9",2011-09-29,"Thursday","4",1,0
"387",387,3,1,1,0,2,0.75,0.25,1,"Why Don't We All End Up at Super-Super-Duper Tuesday?","9/29/2011",0,268,0,12.0718517303467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.477121263742447,0,4,2,2,0.30103000998497,5.59098720550537,0.30103000998497,1,"2011","29","9",2011-09-29,"Thursday","4",1,0
"388",388,6,1,1,0,5,0.857142865657806,0.142857149243355,0,"Regime Change Doesn't Work","9/29/2011",0,183,0,11.070592880249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.778151273727417,0,7,2,3.5,0.544068038463593,5.20948600769043,0.544068038463593,1,"2011","29","9",2011-09-29,"Thursday","4",1,0
"389",389,11,6,1,0,5,0.647058844566345,0.352941185235977,1,"Terrorism in Democracies","9/29/2011",1,659,0,11.2053632736206,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.83333337306976,0.263241440057755,1,12,7,1.71428573131561,0.234083205461502,6.49072360992432,0.234083205461502,1,"2011","29","9",2011-09-29,"Thursday","4",1,1
"390",390,2,1,1,0,1,0.666666686534882,0.333333343267441,6,"Disagreement","9/28/2011",0,427,0,8.80771446228027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.30103000998497,0,3,2,1.5,0.176091253757477,6.05678415298462,0.176091253757477,1,"2011","28","9",2011-09-28,"Wednesday","3",1,0
"391",391,6,4,1,0,2,0.600000023841858,0.400000005960464,5,"The Dictator's Handbook II: Understanding the Washington Jobs Debate","9/28/2011",1,314,0,8.16603183746338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0.176091253757477,1,7,5,1.39999997615814,0.14612802863121,5.74939298629761,0.14612802863121,1,"2011","28","9",2011-09-28,"Wednesday","3",1,0
"392",392,4,0,1,0,4,1,0,0,"Movie Reviews and Media Bias","9/28/2011",0,449,0,12.2136831283569,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,5,1,5,0.698970019817352,6.10702276229858,0.698970019817352,0,"2011","28","9",2011-09-28,"Wednesday","3",1,0
"393",393,3,1,1,0,2,0.75,0.25,1,"Obama's Small Donors: Slow, or Perfectly Normal?","9/28/2011",1,576,0,11.7969579696655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.477121263742447,1,4,2,2,0.30103000998497,6.35610771179199,0.30103000998497,1,"2011","28","9",2011-09-28,"Wednesday","3",1,0
"394",394,1,0,1,0,1,1,0,0,"Peter Orszag's Stealth Democracy","9/28/2011",0,69,0,7.28166675567627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,2,1,2,0.30103000998497,4.23410654067993,0.30103000998497,0,"2011","28","9",2011-09-28,"Wednesday","3",1,1
"395",401,1,0,1,0,1,1,0,0,"Potpourri: Elections and Media Edition","9/27/2011",0,44,0,8.06081390380859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,2,1,2,0.30103000998497,3.78418970108032,0.30103000998497,0,"2011","27","9",2011-09-27,"Tuesday","2",1,0
"396",402,6,0,1,0,6,1,0,2,"The Political Origins of Consumer Confidence","9/27/2011",0,702,0,11.5718631744385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,7,1,7,0.84509801864624,6.55393362045288,0.84509801864624,0,"2011","27","9",2011-09-27,"Tuesday","2",1,0
"397",403,2,1,1,0,1,0.666666686534882,0.333333343267441,0,"Post-Election Analysis: United Arab Emirates","9/27/2011",0,422,0,10.9704761505127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.30103000998497,0,3,2,1.5,0.176091253757477,6.04500532150269,0.176091253757477,1,"2011","27","9",2011-09-27,"Tuesday","2",1,0
"398",404,7,4,1,0,3,0.636363625526428,0.363636374473572,0,"Putin in 2012: More Expert Analaysis","9/27/2011",0,1219,0,14.5355091094971,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.75,0.243038043379784,0,8,5,1.60000002384186,0.204119995236397,7.10578632354736,0.204119995236397,1,"2011","27","9",2011-09-27,"Tuesday","2",1,1
"399",405,8,3,1,0,5,0.727272748947144,0.272727280855179,2,"Social Pressure in Obama's Fundraising","9/26/2011",0,454,0,9.35729885101318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.66666674613953,0.425968736410141,0,9,4,2.25,0.352182507514954,6.11809730529785,0.352182507514954,1,"2011","26","9",2011-09-26,"Monday","1",1,0
"400",406,3,2,1,0,1,0.600000023841858,0.400000005960464,1,"ù","9/26/2011",0,59,0,4.21199989318848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.5,0.176091253757477,0,4,3,1.33333337306976,0.124938748776913,4.07753753662109,0.124938748776913,1,"2011","26","9",2011-09-26,"Monday","1",1,0
"401",407,6,30,0,1,-24,0.16666667163372,0.833333313465118,7,"Pennsylvania Turkeys Propose Thanksgiving?","9/26/2011",1,725,0,10.791316986084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.200000002980232,-0.698970019817352,1,7,31,0.225806444883347,-0.646263659000397,6.58617162704468,-0.646263659000397,1,"2011","26","9",2011-09-26,"Monday","1",1,0
"402",408,0,12,0,1,-12,0,1,1,"¶","9/26/2011",1,10,0,3.65000009536743,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,1,13,0.0769230797886848,-1.11394333839417,2.30258512496948,-1.11394333839417,0,"2011","26","9",2011-09-26,"Monday","1",1,0
"403",409,5,5,0,1,0,0.5,0.5,8,"Questions for Advocates of Third Parties","9/26/2011",0,233,0,10.3415060043335,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,6,1,0,5.4510383605957,0,1,"2011","26","9",2011-09-26,"Monday","1",1,0
"404",410,10,31,0,1,-21,0.243902444839478,0.756097555160522,5,"The Dictator's Handbook I: Gaddafi's Failing? Too Kind","9/26/2011",3,555,0,9.48334789276123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.322580635547638,-0.491361707448959,1,11,32,0.34375,-0.463757306337357,6.31896829605103,-0.463757306337357,1,"2011","26","9",2011-09-26,"Monday","1",1,0
"405",411,4,6,0,1,-2,0.400000005960464,0.600000023841858,1,"The Dictator's Handbook: Guest Posts","9/26/2011",1,207,0,11.8386087417603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666686534882,-0.176091238856316,1,5,7,0.714285731315613,-0.14612802863121,5.33271884918213,-0.14612802863121,1,"2011","26","9",2011-09-26,"Monday","1",1,1
"406",412,4,11,0,1,-7,0.266666680574417,0.733333349227905,0,"Putin in 2012: Expert Analysis","9/25/2011",0,1698,0,13.8558330535889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.363636374473572,-0.439332693815231,0,5,12,0.416666656732559,-0.380211263895035,7.43720626831055,-0.380211263895035,1,"2011","25","9",2011-09-25,"Sunday","0",0,0
"407",413,14,3,1,0,11,0.823529422283173,0.176470592617989,2,"Putin in 2012: Guest Commentary","9/25/2011",0,874,0,12.6103420257568,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.66666650772095,0.669006764888763,0,15,4,3.75,0.574031293392181,6.77308034896851,0.574031293392181,1,"2011","25","9",2011-09-25,"Sunday","0",0,1
"408",414,6,3,1,0,3,0.666666686534882,0.333333343267441,8,"Joe McCarthy and the Debt-Ceiling Destroyers","9/24/2011",0,271,0,7.00049734115601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.30103000998497,0,7,4,1.75,0.243038043379784,5.60211896896362,0.243038043379784,1,"2011","24","9",2011-09-24,"Saturday","6",0,0
"409",415,3,10,0,1,-7,0.230769231915474,0.769230782985687,1,"New Solutions to the Budget Crisis?","9/24/2011",1,10,0,7.19000005722046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.300000011920929,-0.522878706455231,1,4,11,0.363636374473572,-0.439332693815231,2.30258512496948,-0.439332693815231,1,"2011","24","9",2011-09-24,"Saturday","6",0,1
"410",416,5,37,0,1,-32,0.119047619402409,0.88095235824585,0,"This Week in Political Science","9/23/2011",0,767,0,14.7429637908936,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.135135129094124,-0.869231760501862,0,6,38,0.157894730567932,-0.801632344722748,6.64248657226562,-0.801632344722748,1,"2011","23","9",2011-09-23,"Friday","5",1,0
"411",417,8,32,0,1,-24,0.200000002980232,0.800000011920929,2,"How Much Have the Debates Hurt Rick Perry?","9/23/2011",1,56,0,4.5763635635376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,-0.60206001996994,1,9,33,0.272727280855179,-0.56427139043808,4.02535152435303,-0.56427139043808,1,"2011","23","9",2011-09-23,"Friday","5",1,0
"412",418,8,7,1,0,1,0.533333361148834,0.466666668653488,6,"Projecting The UN Security Council Vote on Palestine","9/23/2011",1,473,0,9.32670879364014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.14285719394684,0.0579919666051865,1,9,8,1.125,0.0511525236070156,6.159095287323,0.0511525236070156,1,"2011","23","9",2011-09-23,"Friday","5",1,1
"413",419,3,1,1,0,2,0.75,0.25,0,"Movers, Stayers, and Registration: Why Age is Correlated with Registration in the U.S.","9/22/2011",0,385,0,8.9476490020752,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.477121263742447,0,4,2,2,0.30103000998497,5.95324325561523,0.30103000998497,1,"2011","22","9",2011-09-22,"Thursday","4",1,0
"414",420,3,3,0,1,0,0.5,0.5,7,"Speaker Boehner's legislative dilemma","9/22/2011",1,631,0,12.1162185668945,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,4,1,0,6.44730567932129,0,1,"2011","22","9",2011-09-22,"Thursday","4",1,0
"415",421,6,0,1,0,6,1,0,1,"How Often Do Majority Leaders Get Rolled by Their Own Caucus?","9/22/2011",0,74,0,7.72317790985107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,7,1,7,0.84509801864624,4.30406522750854,0.84509801864624,0,"2011","22","9",2011-09-22,"Thursday","4",1,0
"416",422,1,0,1,0,1,1,0,0,"Esablishment of Jordan Center for Russian Studies at NYU and Call for Executive Director Candidates","9/22/2011",0,417,0,15.3775215148926,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,2,1,2,0.30103000998497,6.03308629989624,0.30103000998497,0,"2011","22","9",2011-09-22,"Thursday","4",1,1
"417",423,2,1,1,0,1,0.666666686534882,0.333333343267441,6,"Bill O'Reilly threatens to strike","9/21/2011",0,203,0,7.13509368896484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.30103000998497,0,3,2,1.5,0.176091253757477,5.3132061958313,0.176091253757477,1,"2011","21","9",2011-09-21,"Wednesday","3",1,0
"418",424,3,0,1,0,3,1,0,0,"Counting the dead","9/21/2011",0,15,0,8.57499980926514,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,4,1,4,0.60206001996994,2.70805025100708,0.60206001996994,0,"2011","21","9",2011-09-21,"Wednesday","3",1,0
"419",425,11,12,0,1,-1,0.47826087474823,0.52173912525177,0,"Forecasting Spanish Elections: 2011 Spanish Pre-Election Report","9/21/2011",1,1446,0,14.8735723495483,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.916666686534882,-0.0377885513007641,1,12,13,0.923076927661896,-0.0347621031105518,7.27655649185181,-0.0347621031105518,1,"2011","21","9",2011-09-21,"Wednesday","3",1,0
"420",426,7,6,1,0,1,0.538461565971375,0.461538463830948,4,"Election Report: United Arab Emirates","9/21/2011",0,570,0,12.7289457321167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.16666662693024,0.0669467747211456,0,8,7,1.14285719394684,0.0579919666051865,6.34563636779785,0.0579919666051865,1,"2011","21","9",2011-09-21,"Wednesday","3",1,0
"421",427,2,1,1,0,1,0.666666686534882,0.333333343267441,2,"Politics Everywhere: Football Conference Expansion","9/21/2011",0,70,0,6.56771850585938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.30103000998497,0,3,2,1.5,0.176091253757477,4.24849510192871,0.176091253757477,1,"2011","21","9",2011-09-21,"Wednesday","3",1,0
"422",428,2,0,1,0,2,1,0,0,"Will the Defense Budget Get Cut?","9/21/2011",0,43,0,7.81180238723755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,3,1,3,0.477121263742447,3.76120018959045,0.477121263742447,0,"2011","21","9",2011-09-21,"Wednesday","3",1,1
"423",429,12,6,1,0,6,0.666666686534882,0.333333343267441,0,"How Robert Putnam helped create the Tea Party","9/20/2011",0,223,0,10.2183837890625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.30103000998497,0,13,7,1.85714280605316,0.268845289945602,5.40717172622681,0.268845289945602,1,"2011","20","9",2011-09-20,"Tuesday","2",1,0
"424",430,14,3,1,0,11,0.823529422283173,0.176470592617989,9,"Graphiti","9/20/2011",1,73,0,12.7028427124023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.66666650772095,0.669006764888763,1,15,4,3.75,0.574031293392181,4.29045963287354,0.574031293392181,1,"2011","20","9",2011-09-20,"Tuesday","2",1,0
"425",431,5,0,1,0,5,1,0,0,"Do Human Rights Prosecutions Deter Dictators From Leaving Power? Another Follow-Up to Sikkink","9/20/2011",1,406,0,13.7556867599487,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,6,1,6,0.778151273727417,6.0063533782959,0.778151273727417,0,"2011","20","9",2011-09-20,"Tuesday","2",1,0
"426",432,2,0,1,0,2,1,0,0,"Do Pre-Election Polls Underestimate the Success of Women Candidates?","9/20/2011",0,15,0,-0.284285724163055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,3,1,3,0.477121263742447,2.70805025100708,0.477121263742447,0,"2011","20","9",2011-09-20,"Tuesday","2",1,1
"427",433,5,1,1,0,4,0.833333313465118,0.16666667163372,2,"Did Western Broadcasting Help Spur the East German Revolution?","9/19/2011",1,322,0,14.2518453598022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.698970019817352,1,6,2,3,0.477121263742447,5.77455139160156,0.477121263742447,1,"2011","19","9",2011-09-19,"Monday","1",1,0
