Landing Page,Visits,Pages/Visit,Avg Time On,% New Visits,Bounce Rate,Year,Month,Day,Title
/blog/2011/11/18/learning-from-history-what-1989-in-europe-can-and-cannot-say-about-2011-in-the-middle-east-roundtable-in-dc-on-friday/,45,1,0:00:00,77.78%,100.00%,2011,11,18,Learning From History What 1989 In Europe Can And Cannot Say About 2011 In The Middle East Roundtable In Dc On Friday
/blog/2011/11/30/graphiti-growing-gender-gap-in-gop-attitudes-toward-herman-cain/,45,1.11,0:00:23,66.67%,88.89%,2011,11,30,Graphiti Growing Gender Gap In Gop Attitudes Toward Herman Cain
/blog/2011/11/30/guillermo-odonnell-has-died/,45,1.44,0:00:06,88.89%,66.67%,2011,11,30,Guillermo Odonnell Has Died
/blog/2011/12/08/more-hype-about-political-independents/,45,1,0:00:00,100.00%,100.00%,2011,12,08,More Hype About Political Independents
/blog/2011/12/24/maybe-were-underestimating-glenn-beck/,45,1,0:00:00,77.78%,100.00%,2011,12,24,Maybe Were Underestimating Glenn Beck
/blog/2012/01/03/inside-the-international-relations-ivory-tower/,45,1.22,0:00:53,77.78%,77.78%,2012,01,03,Inside The International Relations Ivory Tower
/blog/2012/01/15/dow-36000-guy-says-santorums-tax-plan-doesnt-add-up/,45,1.89,0:01:55,88.89%,33.33%,2012,01,15,Dow 36000 Guy Says Santorums Tax Plan Doesnt Add Up
/blog/2012/01/16/changing-public-views-of-martin-luther-king/,45,1.11,0:01:03,88.89%,88.89%,2012,01,16,Changing Public Views Of Martin Luther King
/blog/2012/02/03/the-domestic-sources-of-putins-popularity/,45,1.78,0:04:08,77.78%,44.44%,2012,02,03,The Domestic Sources Of Putins Popularity
/blog/2012/02/07/will-the-us-restrain-israel-on-iran-unlikely/,45,1,0:00:00,66.67%,100.00%,2012,02,07,Will The Us Restrain Israel On Iran Unlikely
/2008/01/are_readers_to_blame_for_the_m.html,40,1.75,0:01:27,62.50%,75.00%,2008,01,NA,Are Readers To Blame For The
/2008/01/ethan_day_2.html,40,3.38,0:02:17,87.50%,62.50%,2008,01,NA,Ethan Day 2
/2008/01/post_17.html,40,1.12,0:00:01,62.50%,87.50%,2008,01,NA,Post 17
/2008/01/why_is_it_hard_for_senators_to.html,40,1,0:00:00,100.00%,100.00%,2008,01,NA,Why Is It Hard For Senators To
/2008/02/how_if_at_all_should_we_evalua_1.html,40,1.25,0:00:25,62.50%,87.50%,2008,02,NA,How If At All Should We Evalua 1
/2008/03/post_65.html,40,1.12,0:00:14,87.50%,87.50%,2008,03,NA,Post 65
/2008/04/ethan_at_3_months.html,40,1.25,0:00:24,50.00%,75.00%,2008,04,NA,Ethan At 3 Months
/2008/04/post_79.html,40,1,0:01:20,87.50%,87.50%,2008,04,NA,Post 79
/2008/05/demography_is_not_king_or_why.html,40,1.5,0:00:35,37.50%,75.00%,2008,05,NA,Demography Is Not King Or Why
/2008/05/post_85.html,40,1.25,0:00:26,62.50%,87.50%,2008,05,NA,Post 85
/2008/06/the_top_political_science_pape.html,40,1.25,0:00:07,37.50%,75.00%,2008,06,NA,The Top Political Science Pape
/2008/07/wohlfers_vs_erikson_on_the_ele.html,40,1,0:00:00,87.50%,100.00%,2008,07,NA,Wohlfers Vs Erikson On The Ele
/2008/08/post_113.html,40,1.88,0:02:01,75.00%,62.50%,2008,08,NA,Post 113
/2008/08/the_effect_of_oprahs_endorseme.html,40,1.12,0:00:13,75.00%,87.50%,2008,08,NA,The Effect Of Oprahs Endorseme
/2008/10/meet_the_press_roundtable_on_t.html,40,1,0:00:00,62.50%,100.00%,2008,10,NA,Meet The Press Roundtable On
/2008/10/the_failed_bailout_vote_channe.html,40,1.25,0:00:01,75.00%,75.00%,2008,10,NA,The Failed Bailout Vote Channe
/2008/10/words_of_undergraduate_wisdom_1.html,40,1.12,0:00:04,25.00%,87.50%,2008,10,NA,Words Of Undergraduate Wisdom 1
/2008/11/a_small_dose_of_perspective.html,40,2.12,0:01:26,87.50%,62.50%,2008,11,NA,A Small Dose Of Perspective
/2009/01/did_the_great_society_produce.html,40,1.25,0:00:38,75.00%,75.00%,2009,01,NA,Did The Great Society Produce
/2009/01/the_increasing_patriotism_of_i_1.html,40,1,0:00:00,75.00%,100.00%,2009,01,NA,The Increasing Patriotism Of I 1
/2009/04/a_call_to_arms.html,40,1,0:00:00,50.00%,100.00%,2009,04,NA,A Call To Arms
/2009/04/changing_views_of_torture.html,40,1.38,0:00:40,62.50%,62.50%,2009,04,NA,Changing Views Of Torture
/2009/05/post_203.html,40,1.12,0:00:03,87.50%,87.50%,2009,05,NA,Post 203
/2009/07/athenian_democracy.html,40,1.25,0:01:08,87.50%,87.50%,2009,07,NA,Athenian Democracy
/2009/07/declining_presidential_poll_nu_1.html,40,2.38,0:00:39,37.50%,62.50%,2009,07,NA,Declining Presidential Poll Nu 1
/2009/07/follow_up_on_obamas_trip_to_ru_1.html,40,1.88,0:01:07,87.50%,87.50%,2009,07,NA,Follow Up On Obamas Trip To Ru 1
/2009/07/the_best_college_town_in_ameri.html,40,1,0:00:00,87.50%,100.00%,2009,07,NA,The Best College Town In Ameri
/2009/09/how_the_mighty_have_fallen.html,40,1,0:00:00,37.50%,100.00%,2009,09,NA,How The Mighty Have Fallen
/2009/09/if_thomas_friedman_was_a_polit.html,40,2.25,0:01:49,87.50%,50.00%,2009,09,NA,If Thomas Friedman Was A Poli
/2009/10/nsf_political_science_funding.html,40,1.25,0:00:09,62.50%,75.00%,2009,10,NA,Nsf Political Science Funding
/2009/12/what_to_give_a_political_scien.html,40,1.62,0:03:01,37.50%,75.00%,2009,12,NA,What To Give A Political Scien
/2010/02/2010_austrian_presidential_ele.html,40,1,0:00:00,87.50%,100.00%,2010,02,NA,2010 Austrian Presidential Ele
/2010/02/dont_ask_dont_tell_and_social.html,40,1.38,0:02:11,25.00%,75.00%,2010,02,NA,Dont Ask Dont Tell And Socia
/2010/02/gradual_and_sudden_shifts_in_p.html,40,1.5,0:00:41,62.50%,75.00%,2010,02,NA,Gradual And Sudden Shifts In P
/2010/03/babies_as_votegetters_this_is.html,40,1.38,0:00:09,62.50%,87.50%,2010,03,NA,Babies As Votegetters This Is
/2010/03/graph_of_the_week.html,40,1.25,0:00:11,100.00%,87.50%,2010,03,NA,Graph Of The Week
/2010/03/indiscrete.html,40,1.38,0:00:17,75.00%,62.50%,2010,03,NA,Indiscrete
/2010/04/get_your_uk_election_forecasti.html,40,1.25,0:00:12,50.00%,75.00%,2010,04,NA,Get Your Uk Election Forecasti
/2010/04/sincere_voting_in_the_2010_bri.html,40,1.12,0:00:02,62.50%,87.50%,2010,04,NA,Sincere Voting In The 2010 Bri
/2010/05/do_imf_reforms_make_civil_wars.html,40,1.38,0:00:12,75.00%,75.00%,2010,05,NA,Do Imf Reforms Make Civil Wars
/2010/05/epistemic_closure_health_care.html,40,1,0:00:00,75.00%,100.00%,2010,05,NA,Epistemic Closure Health Care
/2010/05/ideological_polarization_and_t.html,40,1.62,0:01:03,37.50%,75.00%,2010,05,NA,Ideological Polarization And
/2010/05/no_matter_what_you_hear_dont_c.html,40,1.38,0:00:20,87.50%,87.50%,2010,05,NA,No Matter What You Hear Dont C
/2010/05/seven_questions_about_the_2010_e.html,40,1.88,0:05:34,75.00%,75.00%,2010,05,NA,Seven Questions About The 2010 E
/2010/06/a_defense_of_the_america_speak.html,40,1.25,0:00:02,75.00%,75.00%,2010,06,NA,A Defense Of The America Speak
/2010/06/dutch_election_results.html,40,1.12,0:00:07,75.00%,87.50%,2010,06,NA,Dutch Election Results
/2010/06/me_the_people_david_brooks_edi.html,40,1,0:00:00,12.50%,100.00%,2010,06,NA,Me The People David Brooks Edi
/2010/06/realism_and_the_world_cup.html,40,1.12,0:00:08,62.50%,87.50%,2010,06,NA,Realism And The World Cup
/2010/06/that_bold_new_crop_of_senators.html,40,1.75,0:06:05,62.50%,75.00%,2010,06,NA,That Bold New Crop Of Senators
/2010/06/there_was_no_twitter_revolutio.html,40,1.38,0:01:10,62.50%,75.00%,2010,06,NA,There Was No Twitter Revolutio
/2010/06/unsurprisingly_people_are_more.html,40,1.25,0:03:23,37.50%,87.50%,2010,06,NA,Unsurprisingly People Are More
/2010/07/changing_minds_vs_changing_vot.html,40,3.25,0:06:36,50.00%,62.50%,2010,07,NA,Changing Minds Vs Changing Vo
/2010/07/hey_heres_a_referee_report_for.html,40,1.62,0:01:34,50.00%,62.50%,2010,07,NA,Hey Heres A Referee Report For
/2010/07/natural_law_homosexuality_and.html,40,1.12,0:00:21,12.50%,87.50%,2010,07,NA,Natural Law Homosexuality And
/2010/07/the_principal_components_of_gl.html,40,1,0:00:00,37.50%,100.00%,2010,07,NA,The Principal Components Of G
/2010/07/what_we_really_need_to_know_ab.html,40,1.25,0:00:43,25.00%,75.00%,2010,07,NA,What We Really Need To Know Ab
/2010/08/do_popular_presidents_popular.html,40,3.38,0:03:30,12.50%,62.50%,2010,08,NA,Do Popular Presidents Popular
/2010/08/power_without_consequences.html,40,2.38,0:00:10,37.50%,75.00%,2010,08,NA,Power Without Consequences
/2010/08/project_to_code_congressional.html,40,1.62,0:00:16,75.00%,87.50%,2010,08,NA,Project To Code Congressiona
/2010/08/what_lobbying_gets_you.html,40,1.5,0:00:09,50.00%,50.00%,2010,08,NA,What Lobbying Gets You
/2010/09/debating_the_alternative_vote.html,40,1.12,0:00:14,100.00%,87.50%,2010,09,NA,Debating The Alternative Vote
/2010/09/hurricane_katrina_and_politica_1.html,40,1.5,0:01:27,87.50%,75.00%,2010,09,NA,Hurricane Katrina And Politica 1
/2010/09/sociotropic_voting_and_the_med.html,40,1.5,0:03:37,50.00%,75.00%,2010,09,NA,Sociotropic Voting And The Med
/2010/09/the_gingrich_senators.html,40,1.5,0:00:31,25.00%,62.50%,2010,09,NA,The Gingrich Senators
/2010/10/more_on_forecasting_and_reacting_to_2010.html,40,1.62,0:03:59,62.50%,37.50%,2010,10,NA,More On Forecasting And Reacting To 2010
/2010/10/two_stories_about_the_election.html,40,1,0:00:00,75.00%,100.00%,2010,10,NA,Two Stories About The Election
/2010/10/who_should_lead_a_multipolar_w.html,40,1.38,0:00:40,62.50%,75.00%,2010,10,NA,Who Should Lead A Multipolar W
/2010/11/irelands_bailout.html,40,1,0:00:00,87.50%,100.00%,2010,11,NA,Irelands Bailou
/2010/11/the_clarity_of_supreme_court_o.html,40,1.12,0:00:55,50.00%,87.50%,2010,11,NA,The Clarity Of Supreme Court O
/2010/12/firestorm_and_contagion_in_the.html,40,2,0:00:20,50.00%,50.00%,2010,12,NA,Firestorm And Contagion In The
/2010/12/response_to_will_wilkinson.html,40,2.38,0:02:34,50.00%,37.50%,2010,12,NA,Response To Will Wilkinson
/2010/12/word_lens.html,40,1.12,0:00:13,37.50%,87.50%,2010,12,NA,Word Lens
/2011/01/killing_in_bill_titles.html,40,1.12,0:00:01,75.00%,87.50%,2011,01,NA,Killing In Bill Titles
/2011/02/el_baradei.html,40,1.38,0:04:21,75.00%,87.50%,2011,02,NA,El Baradei
/2011/02/overcoming_collective_action_p.html,40,1.38,0:00:33,87.50%,87.50%,2011,02,NA,Overcoming Collective Action P
/2011/02/pizza_power.html,40,1.12,0:00:04,62.50%,87.50%,2011,02,NA,Pizza Power
/2011/02/the_location_of_the_party_conv.html,40,1.25,0:00:37,50.00%,87.50%,2011,02,NA,The Location Of The Party Conv
/2011/02/weekend_frivolity_peace_negoti.html,40,1.12,0:00:03,50.00%,87.50%,2011,02,NA,Weekend Frivolity Peace Negoti
/2011/04/are_there_partisan_political_e.html,40,1.12,0:00:01,50.00%,87.50%,2011,04,NA,Are There Partisan Political E
/2011/04/more_spatial_voting_and_the_bu.html,40,1.5,0:00:11,37.50%,62.50%,2011,04,NA,More Spatial Voting And The Bu
/2011/04/partisans_say_they_hate_partis.html,40,1.38,0:01:00,62.50%,75.00%,2011,04,NA,Partisans Say They Hate Partis
/2011/04/riots_in_nigeria.html,40,1.12,0:00:08,62.50%,87.50%,2011,04,NA,Riots In Nigeria
/2011/04/what_paul_ryan_wants_vs_what_t.html,40,1.38,0:00:21,50.00%,62.50%,2011,04,NA,What Paul Ryan Wants Vs What
/2011/05/osama-bin-laden-and-public-opinion/,40,1.38,0:02:36,75.00%,75.00%,2011,05,osama-bin-laden-and-public-opinion,
/2011/05/the-political-scientist-as-blogger/,40,1.5,0:00:16,75.00%,75.00%,2011,05,the-political-scientist-as-blogger,
/blog/2008/03/07/who_is_the_most_powerful_membe/,40,1.12,0:00:21,100.00%,87.50%,2008,03,07,Who Is The Most Powerful Membe
/blog/2008/04/29/why_do_people_fight_in_civil_w/,40,1.25,0:00:30,100.00%,75.00%,2008,04,29,Why Do People Fight In Civil W
/blog/2008/09/26/post_122/,40,1,0:00:00,100.00%,100.00%,2008,09,26,Post 122
/blog/2011/04/28/brain_size_and_political_orien/,40,1.25,0:03:04,50.00%,87.50%,2011,04,28,Brain Size And Political Orien
/blog/2011/05/19/agenda-setting-and-the-beltway-deficit-feedback-loop/,40,1,0:00:00,62.50%,100.00%,2011,05,19,Agenda Setting And The Beltway Deficit Feedback Loop
/blog/2011/05/19/the-guttenberg-elegies/,40,1.12,0:00:10,25.00%,87.50%,2011,05,19,The Guttenberg Elegies
/blog/2011/06/24/special-interests-and-off-year-elections-the-case-of-teachers-unions/,40,1.12,0:00:10,100.00%,87.50%,2011,06,24,Special Interests And Off Year Elections The Case Of Teachers Unions
/blog/2011/07/03/the-most-outrageous-parts-of-a-story-are-the-parts-that-dont-even-attract-attention/,40,1.38,0:00:01,75.00%,62.50%,2011,07,03,The Most Outrageous Parts Of A Story Are The Parts That Dont Even Attract Attention
/blog/2011/07/14/ok-john-so-should-the-republican-party-tank-the-economy-if-so-i-have-an-idea-how-they-can-do-it/,40,1.25,0:00:08,37.50%,75.00%,2011,07,14,Ok John So Should The Republican Party Tank The Economy If So I Have An Idea How They Can Do It
/blog/2011/07/17/single-minded-seekers-of-re-nomination/,40,1.12,0:00:02,75.00%,87.50%,2011,07,17,Single Minded Seekers Of Re Nomination
/blog/2011/07/20/the-power-of-rupert-murdoch-endorsements/,40,1,0:00:00,87.50%,100.00%,2011,07,20,The Power Of Rupert Murdoch Endorsements
/blog/2011/07/31/no-it-cant-be-just-fixed/,40,1,0:00:00,87.50%,100.00%,2011,07,31,No It Cant Be Just Fixed
/blog/2011/08/04/do-educated-ethnic-minorities-choose-nonviolent-resistance/,40,1,0:00:00,75.00%,100.00%,2011,08,04,Do Educated Ethnic Minorities Choose Nonviolent Resistance
/blog/2011/08/18/sowell-carlson-barone-fools-knaves-or-simply-victims-of-a-cognitive-illusion/,40,1.5,0:02:06,100.00%,62.50%,2011,08,18,Sowell Carlson Barone Fools Knaves Or Simply Victims Of A Cognitive Illusion
/blog/2011/08/22/catalist-academic-subscription/,40,2,0:01:36,87.50%,75.00%,2011,08,22,Catalist Academic Subscription
/blog/2011/09/19/did-western-broadcasting-help-spur-the-east-german-revolution/,40,1.12,0:00:10,87.50%,87.50%,2011,09,19,Did Western Broadcasting Help Spur The East German Revolution
/blog/2011/09/20/how-robert-putnam-helped-create-the-tea-party/,40,1.62,0:03:01,75.00%,87.50%,2011,09,20,How Robert Putnam Helped Create The Tea Party
/blog/2011/09/25/putin-in-2012-expert-analysis/,40,1.12,0:00:06,62.50%,87.50%,2011,09,25,Putin In 2012 Expert Analysis
/blog/2011/09/26/the-dictators-handbook-i-gaddafis-failing-too-kind/,40,1.5,0:00:18,87.50%,62.50%,2011,09,26,The Dictators Handbook I Gaddafis Failing Too Kind
/blog/2011/10/04/political-science-journals-as-indirect-lobbying/,40,1,0:00:00,75.00%,100.00%,2011,10,04,Political Science Journals As Indirect Lobbying
/blog/2011/12/01/did-race-cost-obama-in-2008/,40,1.38,0:02:27,87.50%,75.00%,2011,12,01,Did Race Cost Obama In 2008
/blog/2011/12/09/the-russian-social-contract-as-an-increasingly-violated-non-intereference-pact/,40,3.25,0:10:11,87.50%,37.50%,2011,12,09,The Russian Social Contract As An Increasingly Violated Non Intereference Pact
/blog/2011/12/19/kim-jong-il-and-vaclav-havel-how-much-do-individuals-matter-in-politics/,40,2.25,0:03:41,87.50%,87.50%,2011,12,19,Kim Jong Il And Vaclav Havel How Much Do Individuals Matter In Politics
/blog/2011/12/22/roger-simons-ignorance-about-polling,40,1,0:00:00,75.00%,100.00%,2011,12,22,Roger Simons Ignorance About Polling
/blog/2011/12/27/why-everyone-hates-the-media/,40,1.12,0:00:25,62.50%,87.50%,2011,12,27,Why Everyone Hates The Media
/blog/2012/01/18/economic-inequality-is-all-the-rage/,40,1.25,0:00:29,37.50%,75.00%,2012,01,18,Economic Inequality Is All The Rage
/blog/2012/02/03/how-liberal-is-barack-obama/,40,1.38,0:00:28,50.00%,62.50%,2012,02,03,How Liberal Is Barack Obama
/blog/category/me-the-people/,40,3.25,0:04:15,50.00%,0.00%,category,me-the-people,NA,
/2007/12/are_whites_more_likely_to_supp.html,35,1,0:00:00,85.71%,100.00%,2007,12,NA,Are Whites More Likely To Supp
/2008/01/post_27.html,35,1.43,0:01:04,85.71%,71.43%,2008,01,NA,Post 27
/2008/01/post_36.html,35,1,0:00:00,85.71%,100.00%,2008,01,NA,Post 36
/2008/02/will_the_divisive_democratic_p.html,35,1.14,0:00:11,71.43%,85.71%,2008,02,NA,Will The Divisive Democratic P
/2008/03/post_62.html,35,1.43,0:03:50,28.57%,57.14%,2008,03,NA,Post 62
/2008/04/everyone_realizes_the_challeng.html,35,1.29,0:00:13,85.71%,85.71%,2008,04,NA,Everyone Realizes The Challeng
/2008/04/what_if_the_us_treated_mexico.html,35,1.57,0:01:03,85.71%,85.71%,2008,04,NA,What If The Us Treated Mexico
/2008/05/post_84.html,35,1,0:00:00,28.57%,100.00%,2008,05,NA,Post 84
/2008/05/will_obama_unify_the_democrati.html,35,1.57,0:00:10,57.14%,57.14%,2008,05,NA,Will Obama Unify The Democrati
/2008/06/the_importance_of_selective_ex.html,35,1.71,0:00:12,85.71%,85.71%,2008,06,NA,The Importance Of Selective Ex
/2008/06/who_were_the_reagan_democrats.html,35,1,0:00:00,42.86%,100.00%,2008,06,NA,Who Were The Reagan Democrats
/2008/07/how_not_to_interpret_polls.html,35,1,0:00:00,85.71%,100.00%,2008,07,NA,How Not To Interpret Polls
/2008/07/post_97.html,35,1.14,0:00:01,57.14%,85.71%,2008,07,NA,Post 97
/2008/07/the_coffee_culture_goes_nuclea.html,35,1,0:00:49,71.43%,85.71%,2008,07,NA,The Coffee Culture Goes Nuclea
/2008/07/truly_weird_research_chapter_i.html,35,1.29,0:00:37,100.00%,71.43%,2008,07,NA,Truly Weird Research Chapter I
/2008/08/ufos_and_international_relatio.html,35,2.29,0:03:12,71.43%,71.43%,2008,08,NA,Ufos And International Relatio
/2008/08/whats_rich.html,35,1.14,0:00:01,85.71%,85.71%,2008,08,NA,Whats Ric
/2008/09/political_misinformation.html,35,1.43,0:00:19,57.14%,71.43%,2008,09,NA,Political Misinformation
/2008/09/the_best_city_for_singles.html,35,1.29,0:01:18,57.14%,71.43%,2008,09,NA,The Best City For Singles
/2008/09/veep_veep.html,35,1.29,0:00:16,28.57%,71.43%,2008,09,NA,Veep Veep
/2008/11/are_political_scientists_stupi.html,35,1.29,0:01:34,71.43%,71.43%,2008,11,NA,Are Political Scientists Stupi
/2008/11/the_republican_partys_blind_sp_1.html,35,1,0:00:00,28.57%,100.00%,2008,11,NA,The Republican Partys Blind Sp 1
/2008/12/the_internet_and_the_obama_cam.html,35,1.57,0:00:58,85.71%,85.71%,2008,12,NA,The Internet And The Obama Ca
/2009/01/i_didnt_vote_becausethe_stars.html,35,1.14,0:00:03,71.43%,85.71%,2009,01,NA,I Didnt Vote Becausethe Stars
/2009/02/post_159.html,35,3.86,0:08:57,42.86%,28.57%,2009,02,NA,Post 159
/2009/02/post_162.html,35,1.14,0:00:16,71.43%,85.71%,2009,02,NA,Post 162
/2009/02/post_163.html,35,1,0:00:00,85.71%,100.00%,2009,02,NA,Post 163
/2009/03/how_much_did_racial_prejudice.html,35,1.57,0:01:13,85.71%,85.71%,2009,03,NA,How Much Did Racial Prejudice
/2009/03/josiah_obers_democracy_and_kno.html,35,1.14,0:01:44,57.14%,85.71%,2009,03,NA,Josiah Obers Democracy And Kno
/2009/03/popularity.html,35,1.86,0:03:07,57.14%,71.43%,2009,03,NA,Popularity
/2009/03/reasonable_doubt_unanimity_and_1.html,35,1.71,0:00:29,28.57%,57.14%,2009,03,NA,Reasonable Doubt Unanimity And 1
/2009/04/economic_hardship_and_the_2008.html,35,1.86,0:04:12,42.86%,85.71%,2009,04,NA,Economic Hardship And The 2008
/2009/04/happy_passover_everybody.html,35,1.14,0:00:09,85.71%,85.71%,2009,04,NA,Happy Passover Everybody
/2009/04/solutions_in_search_of_problem.html,35,1.57,0:00:39,71.43%,71.43%,2009,04,NA,Solutions In Search Of Proble
/2009/05/the_next_supreme_court_justice.html,35,1,0:00:00,57.14%,100.00%,2009,05,NA,The Next Supreme Court Justice
/2009/06/free_articles_on_the_deplorabl.html,35,1,0:00:00,100.00%,100.00%,2009,06,NA,Free Articles On The Deplorab
/2009/06/the_most_litigious_people_in_t.html,35,1,0:00:00,85.71%,100.00%,2009,06,NA,The Most Litigious People In
/2009/07/academic_homepages.html,35,1.14,0:00:58,42.86%,85.71%,2009,07,NA,Academic Homepages
/2009/07/did_us_public_diplomacy_after.html,35,1.14,0:00:00,100.00%,85.71%,2009,07,NA,Did Us Public Diplomacy After
/2009/07/post_217.html,35,1.14,0:00:31,71.43%,85.71%,2009,07,NA,Post 217
/2009/07/whats_happening_with_political.html,35,1.43,0:01:13,42.86%,71.43%,2009,07,NA,Whats Happening With Politica
/2009/07/why_should_we_have_polls_part.html,35,1.43,0:00:25,85.71%,57.14%,2009,07,NA,Why Should We Have Polls Par
/2009/08/post_230.html,35,1.71,0:04:48,71.43%,42.86%,2009,08,NA,Post 230
/2009/09/bringing_home_the_bacon_an_alt.html,35,1.71,0:02:55,14.29%,42.86%,2009,09,NA,Bringing Home The Bacon An A
/2009/09/do_oral_arguments_affect_supre.html,35,1.43,0:01:28,71.43%,85.71%,2009,09,NA,Do Oral Arguments Affect Supre
/2009/09/more_on_the_missile_shield_why.html,35,1.29,0:00:14,57.14%,71.43%,2009,09,NA,More On The Missile Shield Why
/2009/09/not_so_much_of_a_bueno_de_mesq.html,35,1.14,0:02:16,28.57%,85.71%,2009,09,NA,Not So Much Of A Bueno De Mesq
/2009/09/post_232.html,35,1,0:00:00,85.71%,100.00%,2009,09,NA,Post 232
/2009/09/rethinking_electoral_volatilit.html,35,1,0:01:09,100.00%,85.71%,2009,09,NA,Rethinking Electoral Volatili
/2009/09/what_would_you_do_to_improve_a.html,35,1.43,0:00:53,42.86%,71.43%,2009,09,NA,What Would You Do To Improve A
/2009/10/congratulatiions_to_lin_ostrom.html,35,1.43,0:05:02,28.57%,57.14%,2009,10,NA,Congratulatiions To Lin Ostro
/2009/10/the_end_of_wikipedia_i_can_see.html,35,1.14,0:00:13,85.71%,85.71%,2009,10,NA,The End Of Wikipedia I Can See
/2009/10/the_guitar_groups_are_on_the_w.html,35,1.71,0:00:21,14.29%,57.14%,2009,10,NA,The Guitar Groups Are On The W
/2009/11/coburn_and_conservative_media.html,35,1.14,0:00:31,85.71%,85.71%,2009,11,NA,Coburn And Conservative Media
/2009/11/think_again_the_un_human_right.html,35,1,0:00:00,100.00%,100.00%,2009,11,NA,Think Again The Un Human Rig
/2009/12/marx_not_v_smith.html,35,4.29,0:00:43,14.29%,28.57%,2009,12,NA,Marx Not V Smi
/2009/12/netroots_v_wonkosphere.html,35,1,0:00:00,71.43%,100.00%,2009,12,NA,Netroots V Wonkosphere
/2009/12/weekend_frivolity_muppets_bohe.html,35,1,0:00:00,71.43%,100.00%,2009,12,NA,Weekend Frivolity Muppets Bohe
/2010/01/authoritarianism_democracy_and.html,35,1.14,0:00:30,71.43%,85.71%,2010,01,NA,Authoritarianism Democracy And
/2010/01/beware_of_oped_columnists_talk.html,35,1.29,0:00:07,28.57%,71.43%,2010,01,NA,Beware Of Oped Columnists Talk
/2010/01/independent_is_just_another_wo.html,35,2,0:02:16,85.71%,71.43%,2010,01,NA,Independent Is Just Another Wo
/2010/01/perry_v_schwarzenegger.html,35,1.14,0:00:01,57.14%,85.71%,2010,01,NA,Perry V Schwarzenegger
/2010/01/reconciliation_revisited.html,35,1.43,0:01:52,71.43%,57.14%,2010,01,NA,Reconciliation Revisited
/2010/01/ungate_my_heart.html,35,1.14,0:02:26,71.43%,85.71%,2010,01,NA,Ungate My Hear
/2010/02/a_hypothesis_about_the_effect.html,35,1,0:00:00,57.14%,100.00%,2010,02,NA,A Hypothesis About The Effec
/2010/02/punishing_your_own_representat.html,35,1.14,0:01:23,42.86%,85.71%,2010,02,NA,Punishing Your Own Representa
/2010/02/the_sigelman_number.html,35,1.86,0:00:10,42.86%,71.43%,2010,02,NA,The Sigelman Number
/2010/03/a_whole_new_kind_of_zstatistic.html,35,1.14,0:00:01,71.43%,85.71%,2010,03,NA,A Whole New Kind Of Zstatistic
/2010/03/read_my_lips_voters_do_not_car.html,35,1.29,0:00:49,42.86%,71.43%,2010,03,NA,Read My Lips Voters Do Not Car
/2010/03/soon_there_will_be_100000_un_p.html,35,1.43,0:03:12,71.43%,85.71%,2010,03,NA,Soon There Will Be 100000 Un P
/2010/04/candidate_occupations_as_decis.html,35,1.29,0:00:15,57.14%,71.43%,2010,04,NA,Candidate Occupations As Decis
/2010/04/john_cleese_on_extremism.html,35,1.29,0:00:01,71.43%,71.43%,2010,04,NA,John Cleese On Extremis
/2010/04/the_polish_tragedy_as_a_test_o.html,35,1,0:00:00,71.43%,100.00%,2010,04,NA,The Polish Tragedy As A Test O
/2010/04/were_obamas_recess_appointment.html,35,1.71,0:00:22,42.86%,42.86%,2010,04,NA,Were Obamas Recess Appointmen
/2010/05/rosa_delauro_is_a_hipster.html,35,1,0:00:00,85.71%,100.00%,2010,05,NA,Rosa Delauro Is A Hipster
/2010/06/another_unintended_consequence.html,35,1.29,0:01:43,71.43%,85.71%,2010,06,NA,Another Unintended Consequence
/2010/06/chait_on_noonan.html,35,1.14,0:00:19,57.14%,85.71%,2010,06,NA,Chait On Noonan
/2010/06/does_obama_care_about_leading.html,35,1.29,0:00:00,57.14%,85.71%,2010,06,NA,Does Obama Care About Leading
/2010/06/stopping_ethnic_cleansing_in_kyrgyzstan.html,35,1.71,0:07:11,71.43%,42.86%,2010,06,NA,Stopping Ethnic Cleansing In Kyrgyzstan
/2010/07/mister_p_predicts_the_kagan_vo.html,35,2,0:00:18,28.57%,71.43%,2010,07,NA,Mister P Predicts The Kagan Vo
/2010/07/what_the_russia_spy_swap_tells.html,35,1.14,0:00:00,100.00%,85.71%,2010,07,NA,What The Russia Spy Swap Tells
/2010/07/wikileaks_data.html,35,2.14,0:02:58,28.57%,71.43%,2010,07,NA,Wikileaks Data
/2010/08/the_partisanship_of_the_govern.html,35,1.29,0:03:23,57.14%,71.43%,2010,08,NA,The Partisanship Of The Govern
/2010/09/adrian_fenty_as_a_writein.html,35,1.14,0:00:03,71.43%,85.71%,2010,09,NA,Adrian Fenty As A Writein
/2010/10/charlie_cook_on_public_polls_d.html,35,1,0:00:00,71.43%,100.00%,2010,10,NA,Charlie Cook On Public Polls D
/2010/10/observations_on_the_amtrak_ace.html,35,1.29,0:04:12,42.86%,85.71%,2010,10,NA,Observations On The Amtrak Ace
/2010/10/tea_party_candidates_are_quali.html,35,1.29,0:00:06,71.43%,85.71%,2010,10,NA,Tea Party Candidates Are Quali
/2010/10/thank_you_david_brooks.html,35,1.29,0:00:17,42.86%,71.43%,2010,10,NA,Thank You David Brooks
