Landing Page,Visits,Pages/Visit,Avg. Time on Site,% New Visits,Bounce Rate
/2010/03/why_obama_won_turncoat_bush_vo.html,76,2.13,0:00:25,53.33%,66.67%
/2010/07/people_are_happier_when_insula.html,76,1.2,0:00:20,40.00%,80.00%
/2010/12/call_for_election_reports.html,76,1.73,0:02:35,86.67%,60.00%
/2011/01/academia_as_a_meritocracy_some.html,76,1.27,0:00:36,53.33%,73.33%
/2011/02/how_large_is_egypts_potential_.html,76,1.07,0:00:01,86.67%,93.33%
/2011/03/tea_party_conservatives_are_no.html,76,1.73,0:02:13,66.67%,66.67%
/blog/2010/09/08/voters_hate_republicans_but_ar/,76,1.27,0:00:46,66.67%,86.67%
/blog/2011/05/19/the-political-ideologies-of-federal-bureaucrats/,76,2.13,0:01:09,46.67%,60.00%
/blog/2011/08/24/blogs-vs-real-journalism/,76,1,0:00:00,53.33%,100.00%
/blog/2011/08/30/did-the-killing-of-osama-bin-laden-make-americans-trust-each-other/,76,1.47,0:02:20,86.67%,66.67%
/blog/2011/10/05/this-week-in-political-science-divisive-primary-edition/,76,1.07,0:00:05,66.67%,93.33%
/blog/2011/10/31/redistributing-upwards/,76,1.13,0:00:21,80.00%,86.67%
/blog/2011/12/15/silly-science-aquarium-democracy-edition/,76,1.4,0:00:30,66.67%,80.00%
/blog/2012/01/13/david-brooks-wishes-george-w-bush-could-run-for-a-third-term/,76,1.2,0:00:12,66.67%,80.00%
/blog/2012/01/24/is-china-really-not-catching-up/,76,1.07,0:00:00,86.67%,93.33%
/2008/07/selfsegregation_and_polarizati.html,71,1.29,0:00:53,64.29%,78.57%
/2009/01/slavery_and_mistrust_in_africa.html,71,1.14,0:00:45,85.71%,92.86%
/2009/03/bed_bath_and_huh.html,71,1.5,0:00:28,64.29%,71.43%
/2009/04/political_science_research_on.html,71,1.64,0:01:16,64.29%,78.57%
/2009/06/post_202.html,71,1.07,0:00:28,78.57%,92.86%
/2009/08/do_you_favor_samesex_marriage.html,71,1.07,0:00:15,85.71%,92.86%
/2009/11/quote_of_the_day_7.html,71,1.43,0:01:44,71.43%,78.57%
/2009/11/what_the_elections_mean_for_th.html,71,1.14,0:00:05,92.86%,85.71%
/2009/12/while_you_were_sleeping_lee_wa.html,71,2.07,0:01:51,64.29%,57.14%
/2010/03/feavered_speculation.html,71,1.5,0:02:34,85.71%,85.71%
/2010/03/movie_makers_and_professors_ve.html,71,1.64,0:00:34,78.57%,64.29%
/2010/08/the_probability_that_health_ca.html,71,1.14,0:00:22,78.57%,92.86%
/2010/09/things_political_science_can_d.html,71,1.64,0:00:51,78.57%,78.57%
/2010/12/graph_of_the_year.html,71,1.29,0:00:49,57.14%,85.71%
/2010/12/more_press_freedom_and_nobel_a.html,71,1.5,0:00:16,64.29%,64.29%
/2011/01/academically_adrift.html,71,1.36,0:00:19,85.71%,85.71%
/2011/01/civic_literacy_quiz.html,71,1.57,0:03:16,42.86%,71.43%
/2011/02/credentialism_elite_employment.html,71,1.57,0:00:55,42.86%,64.29%
/2011/02/the_empty_bench_vetting_and_wh.html,71,1.29,0:01:56,85.71%,85.71%
/2011/03/the_american_statistical_assoc.html,71,1.07,0:00:12,64.29%,92.86%
/blog/2011/01/05/the_parties_really_are_unified/,71,1.21,0:00:08,50.00%,85.71%
/blog/2011/07/07/are-republican-voters-to-blame-for-gop-intransigence-on-the-budget/,71,1.29,0:02:56,71.43%,78.57%
/blog/2011/07/25/the-grad-student-rap-2/,71,1.07,0:00:01,85.71%,92.86%
/blog/2011/08/03/a-modest-proposal/,71,2.14,0:01:03,92.86%,50.00%
/blog/2011/10/03/do-voter-identification-laws-depress-turnout-redux/,71,3.29,0:04:23,71.43%,64.29%
/blog/2011/10/03/why-does-congress-flail-voters-reward-positions-more-than-success/,71,2.29,0:09:18,50.00%,78.57%
/blog/2011/11/10/how-violence-in-mexico-is-designed-to-work/,71,3.29,0:08:06,71.43%,57.14%
/blog/2011/11/17/americans-dont-think-that-using-nuclear-weapons-is-a-taboo/,71,1.43,0:01:06,78.57%,78.57%
/blog/2011/12/06/a-first-look-at-egypts-election/,71,1,0:00:00,85.71%,100.00%
/blog/2011/12/11/irregularities-in-russian-election/,71,1.29,0:00:45,85.71%,71.43%
/blog/2012/01/23/military-strikes-against-iran‰Ûªs-nuclear-facilities-are-they-likely-and-will-they-work/,71,1.36,0:05:29,64.29%,64.29%
/blog/2012/01/26/fred-bergsten-and-jacob-kierkegaard-need-to-read-thomas-schelling/,71,1.14,0:00:12,78.57%,92.86%
/2008/02/my_thats_interesting.html,66,1.15,0:00:27,84.62%,84.62%
/2008/04/market_economics_101.html,66,1.08,0:00:57,46.15%,92.31%
/2008/04/post_76.html,66,1.46,0:00:22,61.54%,76.92%
/2008/06/does_oil_hurt_womens_rights.html,66,1.62,0:01:02,53.85%,84.62%
/2008/06/legitimating_the_eu.html,66,1.69,0:08:13,61.54%,76.92%
/2008/08/the_real_original_maverick_1.html,66,1.08,0:00:13,76.92%,92.31%
/2008/10/book_review_the_persuadable_vo.html,66,5.23,0:04:52,84.62%,92.31%
/2008/11/does_obama_have_a_mandate.html,66,1.54,0:00:58,61.54%,76.92%
/2008/11/post_120.html,66,1.62,0:06:17,23.08%,53.85%
/2008/11/the_bigot_belt.html,66,1.23,0:00:13,76.92%,76.92%
/2008/11/truths_and_myths_about_the_200_2.html,66,2.08,0:02:11,69.23%,69.23%
/2008/12/corruption_smackdown_the_graph.html,66,1.77,0:00:26,84.62%,76.92%
/2009/01/post_158.html,66,1,0:00:00,92.31%,100.00%
/2009/04/political_science_irrelevance.html,66,1.08,0:00:44,92.31%,92.31%
/2009/04/who_was_the_first_president_bo.html,66,1.77,0:02:54,61.54%,69.23%
/2009/06/are_health_insurance_pacs_buyi.html,66,1.92,0:01:19,53.85%,53.85%
/2009/06/post_209.html,66,1,0:00:00,46.15%,100.00%
/2009/06/what_if_we_twittered_the_revol.html,66,1.62,0:01:45,76.92%,69.23%
/2009/09/political_anthropology.html,66,1.23,0:00:07,92.31%,84.62%
/2009/10/post_244.html,66,1,0:00:00,92.31%,100.00%
/2009/11/more_weekend_frivolity_a_bailo.html,66,1.15,0:00:01,92.31%,84.62%
/2009/12/what_we_dont_know_about_polari.html,66,1.15,0:00:10,76.92%,84.62%
/2010/01/please_dont_tell_me_what_the_m.html,66,1.23,0:01:54,61.54%,84.62%
/2010/02/friends_genes_and_ideology.html,66,1.31,0:00:05,76.92%,92.31%
/2010/02/perry_v_schwarzenegger_guest_b.html,66,1.31,0:00:25,61.54%,84.62%
/2010/02/transparency_in_polling_more_o.html,66,1.08,0:00:23,76.92%,92.31%
/2010/04/how_the_kyrgyz_events_could_ha.html,66,1.15,0:00:37,92.31%,84.62%
/2010/04/the_ideologies_of_supreme_cour.html,66,1.31,0:00:21,69.23%,92.31%
/2010/05/the_other_big_recent_election.html,66,2.15,0:00:26,69.23%,76.92%
/2010/06/political_scientists_and_journ.html,66,1.23,0:00:51,53.85%,76.92%
/2010/07/annals_of_bad_graphs_dc_heat_w_1.html,66,1.38,0:00:32,92.31%,84.62%
/2010/07/the_limits_of_nudges.html,66,2.15,0:05:15,76.92%,69.23%
/2010/07/the_politics_of_the_icj_decisi.html,66,1.38,0:00:22,84.62%,69.23%
/2010/08/forget_about_economics_is_the.html,66,1.23,0:00:15,61.54%,76.92%
/2010/11/a_prediction_that_the_democrat.html,66,1.69,0:00:38,84.62%,84.62%
/2010/11/poli_sci_plagiarism_update.html,66,1.54,0:01:51,61.54%,53.85%
/2010/12/why_work.html,66,1.08,0:00:09,69.23%,92.31%
/2011/01/better_titles.html,66,1.08,0:00:04,84.62%,92.31%
/2011/01/southern_sudan_referendum_on_s.html,66,1.15,0:01:12,100.00%,84.62%
/2011/03/data_visualizations_in_everyth.html,66,1.38,0:00:09,53.85%,84.62%
/2011/03/does_it_feel_like_cheating_whe.html,66,2.08,0:02:46,84.62%,53.85%
/2011/05/billionaires-role-in-hiring-decisions-at-florida-state-university-raises-questions/,66,1.15,0:00:18,76.92%,84.62%
/blog/2009/01/12/maps_1/,66,1.08,0:00:04,100.00%,92.31%
/blog/2011/01/26/will_2011_be_1989/,66,1.38,0:00:07,92.31%,69.23%
/blog/2011/04/15/partisans_say_they_hate_partis/,66,1,0:00:00,84.62%,100.00%
/blog/2011/05/16/the-political-ideologies-of-cabinet-officials/,66,2.15,0:01:51,61.54%,76.92%
/blog/2011/06/14/how-conservative-are-the-gop-presidential-candidates/,66,1.69,0:01:39,69.23%,69.23%
/blog/2011/06/24/we-take-money-from-poor-people-in-rich-countries-and-give-it-to-rich-people-in-poor-countries/,66,1.54,0:00:44,84.62%,69.23%
/blog/2011/07/01/athens-vs-madrid-on-the-different-forms-protests-take/,66,1,0:00:00,76.92%,100.00%
/blog/2011/07/02/do-academic-economists-really-not-talk-about-economic-factors-when-they-talk-about-academic-jobs-in-economics/,66,1.46,0:00:39,92.31%,69.23%
/blog/2011/07/05/the-importance-of-the-invisible-primary/,66,1.46,0:02:11,76.92%,61.54%
/blog/2011/07/24/why-dont-people-hedge-their-vacations/,66,1,0:00:00,84.62%,100.00%
/blog/2011/09/16/the-palestine-vote-who-will-vote-how/,66,1.15,0:00:13,76.92%,84.62%
/blog/2011/11/29/predicting-the-results-of-egypts-elections-why-the-electoral-rules-do-not-actually-favor-the-muslim-brotherhood/,66,1,0:00:00,76.92%,100.00%
/blog/2011/11/29/thinking-with-models/,66,1.08,0:00:29,92.31%,92.31%
/blog/2011/12/01/can-google-search-behavior-predict-political-behavior/,66,1.23,0:00:20,69.23%,76.92%
/blog/2011/12/31/how-to-parent-like-a-social-scientist/,66,1.46,0:04:25,92.31%,76.92%
/2008/01/caitlin_flanagan_sounds_like_a.html,61,1.33,0:00:50,33.33%,83.33%
/2008/02/counting_delegates_under_the_o.html,61,1.5,0:00:22,75.00%,75.00%
/2008/02/newsweek_goes_neuropolitical_1.html,61,1.33,0:02:10,58.33%,75.00%
/2008/02/post_58.html,61,1.08,0:00:02,91.67%,91.67%
/2008/03/what_is_the_median_income_in_t.html,61,1.25,0:00:05,66.67%,75.00%
/2008/04/post_82.html,61,1.58,0:00:15,75.00%,91.67%
/2008/06/post_87.html,61,1.92,0:00:18,75.00%,83.33%
/2008/07/theory_politics_and_the_league.html,61,1.42,0:00:25,66.67%,66.67%
/2008/11/political_science_is_getting_a.html,61,1.67,0:04:24,83.33%,33.33%
/2009/01/this_week_a_colloquium_on_the.html,61,1.67,0:02:32,66.67%,66.67%
/2009/02/i_live_in_ward_3.html,61,1.17,0:00:05,83.33%,91.67%
/2009/03/whats_wrong_with_international.html,61,1.25,0:01:35,91.67%,83.33%
/2009/06/the_homosexual_in_america.html,61,1.25,0:00:05,75.00%,91.67%
/2009/08/post_224.html,61,1.17,0:00:20,100.00%,91.67%
/2009/09/john_edwards_dan_quayle_dick_c.html,61,1.58,0:01:38,66.67%,66.67%
/2009/10/getting_into_the_weeds_what_do_1.html,61,1.17,0:00:02,58.33%,91.67%
/2009/10/heteroskedastilicious.html,61,1.58,0:03:17,66.67%,75.00%
/2009/10/politics_everywhere_bloody_in.html,61,1,0:00:00,83.33%,100.00%
/2010/01/calculating_the_probablity_of.html,61,1.17,0:00:15,75.00%,91.67%
/2010/01/racism_and_soccer.html,61,1.17,0:00:48,83.33%,83.33%
/2010/01/the_obama_sotu_presidency_rese.html,61,1.5,0:00:13,75.00%,83.33%
/2010/02/is_the_process_driving_opinion.html,61,1.25,0:00:05,91.67%,83.33%
/2010/03/heatlh_care_the_political_impl.html,61,1,0:00:00,66.67%,100.00%
/2010/03/will_the_toptwo_primary_end_po.html,61,1.5,0:00:19,91.67%,83.33%
/2010/04/things_i_learned_from_the_mick.html,61,1.08,0:00:28,58.33%,83.33%
/2010/04/who_are_the_liberal_democrats_1.html,61,2.33,0:08:47,75.00%,66.67%
/2010/05/welcome_to_the_new_senate.html,61,1.25,0:00:32,66.67%,75.00%
/2010/06/becoming_an_insurgent.html,61,1.42,0:01:03,25.00%,66.67%
/2010/06/on_pollster_ratings.html,61,1.08,0:00:15,75.00%,91.67%
/2010/07/political_theory_everywhere_no.html,61,1.08,0:00:02,58.33%,91.67%
/2010/08/bleg_help_name_a_new_political.html,61,1.08,0:00:01,41.67%,91.67%
/2010/10/the_most_quoted_professor_in_t.html,61,1.67,0:02:16,58.33%,58.33%
/2010/11/do_democrats_understand_politi.html,61,1,0:00:00,75.00%,100.00%
/2010/11/the_snake_in_your_thesis_defen.html,61,1.33,0:00:12,75.00%,83.33%
/2011/01/initial_thoughts_on_tunisias_j.html,61,1.08,0:00:01,75.00%,91.67%
/2011/02/unions_and_fiscal_outcomes_rou.html,61,1.58,0:01:11,33.33%,66.67%
/2011/03/tenure_for_teachers_how_much_i.html,61,1.17,0:00:03,66.67%,83.33%
/2011/04/should_we_take_trump_seriously.html,61,1.08,0:00:12,50.00%,91.67%
/2011/04/the_ideological_underpinnings_.html,61,1.5,0:00:21,66.67%,75.00%
/2011/04/the_kaus_factor.html,61,1,0:00:00,66.67%,100.00%
/blog/2011/02/21/the_relationship_between_union/,61,1.17,0:00:02,91.67%,91.67%
/blog/2011/05/26/coburn-and-nsf/,61,1.25,0:00:08,91.67%,83.33%
/blog/2011/06/10/fairness-equality-and-public-opinion-about-health-care/,61,1.75,0:01:00,75.00%,75.00%
/blog/2011/06/13/everything-is-obvious-once-you-know-the-answer/,61,1.5,0:00:11,33.33%,50.00%
/blog/2011/07/10/404-not-found/,61,2.67,0:05:15,58.33%,50.00%
/blog/2011/07/19/the-crazy-train/,61,1.08,0:00:05,58.33%,91.67%
/blog/2011/07/29/a-referendum-or-a-choice/,61,1.75,0:03:06,83.33%,91.67%
/blog/2011/08/06/the-downgrade-imagined-lines-are-not-imaginary/,61,1.25,0:00:24,83.33%,83.33%
/blog/2011/10/21/more-on-qadaffis-death-violent-leader-removal-increases-likelihood-of-democratization/,61,1.17,0:02:07,91.67%,83.33%
/blog/2011/11/02/the-revolving-door-of-u-s-politics/,61,1.33,0:01:49,66.67%,66.67%
/blog/2011/11/07/should-voting-be-mandatory/,61,1,0:00:00,66.67%,100.00%
/blog/2011/12/09/noncompetitve-elections-and-information-a-theoretical-perspective-on-the-2011-russian-elections/,61,1.42,0:00:27,66.67%,66.67%
/blog/2011/12/13/russia-middle-class-rising/,61,1.08,0:00:01,83.33%,91.67%
/blog/2011/12/15/silly-science-aquarium-democracy-edition,61,1.25,0:00:20,75.00%,83.33%
/blog/2012/01/10/the-most-important-trend-for-the-2012-election/,61,1.17,0:00:01,83.33%,91.67%
/blog/2012/01/13/more-on-romneys-bain-bane/,61,1,0:00:00,66.67%,100.00%
/blog/2012/01/21/some-evidence-on-local-citizen-immigration-boards/,61,1.08,0:02:22,50.00%,91.67%
/blog/2012/02/13/lingsanity/,61,1.83,0:00:40,58.33%,58.33%
/blog/2012/02/17/obama-birth-control-and-catholic-voters/,61,1,0:00:00,83.33%,100.00%
/2008/02/the_left_side_of_the_political.html,56,1.09,0:01:12,72.73%,90.91%
/2008/03/did_the_bush_administration_bu.html,56,1.09,0:00:26,81.82%,90.91%
/2008/03/opponent_dissatisfaction_among.html,56,1.18,0:01:37,45.45%,81.82%
/2008/03/the_paradoxes_of_public_opinio.html,56,1.27,0:00:55,100.00%,72.73%
/2008/07/ageperiodcohort_analyses.html,56,1.18,0:00:29,81.82%,81.82%
/2008/07/post_95.html,56,1.09,0:00:16,72.73%,90.91%
/2008/08/an_obama_effect.html,56,1.36,0:01:47,90.91%,72.73%
/2009/01/ivory_tower_sexytime.html,56,1.18,0:00:26,72.73%,90.91%
/2009/01/maps_1.html,56,1.27,0:00:35,81.82%,90.91%
/2009/02/mapping_religiosity_in_the_sta.html,56,1,0:00:00,90.91%,100.00%
/2009/02/notquitereview_of_a_long_time.html,56,1.45,0:00:27,90.91%,81.82%
/2009/03/bad_words.html,56,1,0:00:00,72.73%,100.00%
/2009/04/do_voters_choose_candidates_wh.html,56,2.27,0:00:42,72.73%,81.82%
/2009/04/post_184.html,56,1.18,0:02:01,45.45%,81.82%
/2009/05/it_sucks_to_be_british.html,56,3.82,0:02:38,90.91%,72.73%
/2009/06/gay_marriage_a_tipping_point.html,56,1,0:00:00,90.91%,100.00%
/2009/06/post_208.html,56,1,0:00:00,72.73%,100.00%
/2009/07/post_221.html,56,1,0:00:00,72.73%,100.00%
/2009/08/public_opinion_and_gay_marriag.html,56,1.27,0:00:14,100.00%,81.82%
/2009/08/the_fundamentals_of_filibuster.html,56,2.27,0:02:49,54.55%,45.45%
/2009/08/the_incredible_shrinking_washi.html,56,1.64,0:02:19,90.91%,90.91%
/2009/09/post_236.html,56,1.45,0:00:26,54.55%,90.91%
/2009/10/are_glenn_beck_and_rush_limbau.html,56,1.18,0:00:45,72.73%,81.82%
/2009/10/psa_please_help_charley_cooper.html,56,1.18,0:00:07,72.73%,81.82%
/2009/10/relationships_expertise_and_th_1.html,56,1.45,0:00:02,81.82%,54.55%
/2010/01/internal_vs_external_coherence.html,56,1.36,0:00:00,72.73%,90.91%
/2010/01/obama_working_class_voters_and.html,56,1.91,0:02:50,54.55%,63.64%
/2010/02/top_300_websites_in_political.html,56,1.36,0:00:04,63.64%,81.82%
/2010/02/why_do_people_write_news_stori.html,56,1.73,0:03:02,81.82%,72.73%
/2010/03/health_care_the_political_impl.html,56,1.27,0:00:57,45.45%,81.82%
/2010/04/kyrgyzstan_as_a_delayed_colore_1.html,56,3,0:03:55,72.73%,81.82%
/2010/04/presidential_debates_in_compar.html,56,1,0:00:00,63.64%,100.00%
/2010/05/will_the_tea_party_succeed.html,56,1.27,0:00:25,72.73%,81.82%
/2010/07/2010_slovak_parliamentary_elec.html,56,1.36,0:02:34,54.55%,81.82%
/2010/07/do_deficits_matter_for_midterm.html,56,1.36,0:04:21,45.45%,81.82%
/2010/08/bizarre_twisty_argument_about.html,56,1.36,0:00:09,81.82%,90.91%
/2010/08/what_if_europe_held_an_electio.html,56,1.27,0:01:29,27.27%,81.82%
/2010/09/the_enthusiasm_gap.html,56,1,0:00:00,63.64%,100.00%
/2010/09/what_can_we_learn_from_enrons_1.html,56,1.09,0:00:00,72.73%,90.91%
/2010/11/wikileaks_data_and_the_un_secu.html,56,2.18,0:04:04,72.73%,63.64%
/2010/12/what_good_are_harvard_law_stud.html,56,1,0:00:00,63.64%,100.00%
/2011/01/beware_of_reading_too_much_int.html,56,1.09,0:00:37,100.00%,90.91%
/2011/01/irish_politics_a_pre-election_.html,56,1.18,0:04:01,100.00%,81.82%
/2011/01/the_psychophysics_of_policy_po.html,56,1.27,0:01:04,54.55%,81.82%
/2011/01/violent_threats_against_a_poli.html,56,1.09,0:00:13,72.73%,90.91%
/2011/02/2011_ugandan_presidential_elec.html,56,1.36,0:01:05,100.00%,72.73%
/2011/02/how_to_tax_the_rich.html,56,1,0:00:00,54.55%,100.00%
/2011/02/more_on_ugliness_as_an_explana.html,56,2.45,0:01:29,63.64%,27.27%
/2011/02/uganda_post-election_report.html,56,1.91,0:02:34,54.55%,72.73%
/2011/03/cracking_down.html,56,1.18,0:00:07,63.64%,81.82%
/2011/03/social_conflict_in_africa_data.html,56,1.18,0:03:47,81.82%,72.73%
/2011/04/independents_are_not_a_confuse.html,56,1.09,0:00:00,81.82%,90.91%
/2011/05/6553/,56,1.09,0:00:03,90.91%,90.91%
/blog/2009/12/16/saint_nicholas_and_black_pete/,56,1,0:00:00,81.82%,100.00%
/blog/2011/02/18/why_do_protests_bring_down_reg/,56,1.09,0:01:04,63.64%,90.91%
/blog/2011/04/08/hows_obama_doing_part_ii_the_r/,56,1.36,0:00:25,100.00%,72.73%
/blog/2011/05/12/fox-news-as-a-social-movement/,56,1.18,0:00:10,72.73%,90.91%
/blog/2011/05/23/more-civics-education-does-not-increase-support-for-civil-liberties/,56,1.45,0:00:26,72.73%,81.82%
/blog/2011/05/26/war-powers-compliance/,56,2.18,0:00:39,0.00%,0.00%
/blog/2011/06/07/republicans-heart-the-medicare-prescription-drug-plan/,56,1.55,0:00:24,100.00%,72.73%
/blog/2011/10/20/tunisia-pre-election-report-hope-and-angst-in-tunisia‰Ûªs-elections/,56,4.18,0:05:54,81.82%,63.64%
/blog/2011/10/31/gauging-the-influence-of-public-interest-groups/,56,1.27,0:01:45,36.36%,81.82%
/blog/2011/11/22/forecasting-elections-with-real-time-economic-data/,56,1.09,0:00:02,63.64%,90.91%
/blog/2011/12/05/can-the-president-use-the-pardon-power-to-adopt-the-dream-act/,56,1.36,0:00:28,81.82%,90.91%
/blog/2011/12/22/do-low-corporate-tax-rates-attract-inward-investment/,56,1.64,0:00:09,72.73%,81.82%
/blog/2012/02/07/how-libya-did-and-did-not-affect-the-security-council-vote-on-syria/,56,1.36,0:00:22,72.73%,72.73%
/2008/01/dont_blame_secretly_prejudiced.html,50,1.6,0:00:28,70.00%,70.00%
/2008/01/post_43.html,50,1.3,0:01:02,50.00%,70.00%
/2008/06/post_89.html,50,1.2,0:02:14,80.00%,80.00%
/2008/06/rip_uga_vi.html,50,1,0:00:00,90.00%,100.00%
/2008/07/job_skills_and_salaries_in_bas.html,50,1.5,0:02:45,100.00%,60.00%
/2008/07/top_ten_us_sex_laws.html,50,1.7,0:00:27,70.00%,70.00%
/2008/07/trixie_tracker_or_when_nerds_h.html,50,1.4,0:00:45,80.00%,80.00%
/2008/07/whither_the_wilder_effect.html,50,1.6,0:00:29,90.00%,80.00%
/2008/08/_but_you_wont_find_it_that_way.html,50,1.6,0:03:35,70.00%,80.00%
/2008/08/ufos_again.html,50,2.5,0:02:06,30.00%,30.00%
/2008/09/post_118.html,50,1,0:00:00,50.00%,100.00%
/2008/10/post_133.html,50,1.3,0:01:49,60.00%,80.00%
/2008/11/truths_and_myths_about_the_200.html,50,1.6,0:00:09,60.00%,50.00%
/2009/03/so_whats_up_docs.html,50,1.7,0:08:14,60.00%,70.00%
/2009/05/a_oneitem_philosophies_of_huma.html,50,1.6,0:05:53,80.00%,80.00%
/2009/05/binghamton_or_bellagio_your_ca.html,50,1.1,0:00:02,70.00%,90.00%
/2009/05/the_boringest_moment_in_a_bori.html,50,1.2,0:00:14,70.00%,80.00%
/2009/06/scott_roeder.html,50,1.1,0:00:00,90.00%,90.00%
/2009/08/is_filibustering_constitutiona_1.html,50,2.3,0:01:51,70.00%,70.00%
/2009/08/the_mindset_of_unethical_polit.html,50,1.1,0:01:48,70.00%,90.00%
/2009/09/why_obamas_decision_to_scrap_t_1.html,50,1.1,0:01:36,70.00%,90.00%
/2009/10/why_are_jews_liberals.html,50,1.1,0:00:08,80.00%,90.00%
/2009/11/compact_districts_and_republic.html,50,1.2,0:00:07,100.00%,80.00%
/2010/01/44_of_scott_brown_voters_disag.html,50,1.3,0:01:26,70.00%,80.00%
/2010/01/presidential_and_congressional.html,50,2.3,0:02:49,40.00%,60.00%
/2010/03/delicious_social_inquiry.html,50,1.9,0:00:15,90.00%,50.00%
/2010/03/post_253.html,50,1.2,0:00:34,80.00%,80.00%
/2010/04/hungarian_election_prediction.html,50,1.6,0:00:09,40.00%,70.00%
/2010/04/why_obama_won_campaign_dogs_th.html,50,1.3,0:00:02,50.00%,80.00%
/2010/05/duvergers_law_and_the_uk_elect.html,50,1.6,0:00:27,90.00%,60.00%
/2010/05/libya_and_the_un_human_rights.html,50,1,0:00:00,90.00%,100.00%
/2010/07/a_proposal_to_improve_overtime.html,50,1,0:00:00,70.00%,100.00%
/2010/07/how_the_hijab_affects_survey_r.html,50,1,0:00:00,90.00%,100.00%
/2010/07/public_opinion_and_taxes.html,50,1.8,0:02:34,30.00%,50.00%
/2010/08/election_report_australia.html,50,2.7,0:01:07,80.00%,80.00%
/2010/08/glenn_becks_rally_and_the_thre_1.html,50,1.2,0:00:09,80.00%,80.00%
/2010/08/public_opinion_and_obamas_reli.html,50,1.1,0:00:48,60.00%,90.00%
/2010/09/explaining_opposition_to_the_g.html,50,1.4,0:05:29,50.00%,60.00%
/2010/09/new_elections_data_set_release.html,50,1,0:00:00,90.00%,100.00%
/2010/10/todays_edition_of_the_partisan.html,50,1.3,0:02:40,70.00%,70.00%
/2010/12/the_power_of_partisanship.html,50,1.2,0:00:16,100.00%,90.00%
/2011/01/egypt_corruption_not_the_state.html,50,1.2,0:00:08,90.00%,90.00%
/2011/01/gaming_college_admission_in_te.html,50,1,0:00:00,80.00%,100.00%
/2011/01/international_political_sociol.html,50,1.4,0:00:03,40.00%,80.00%
/2011/01/the_power_of_prayer.html,50,1,0:00:17,80.00%,90.00%
/2011/01/what_political_science_can_giv.html,50,1.6,0:01:00,90.00%,50.00%
/2011/02/robert_putnam_and_gadhafi.html,50,1,0:00:00,60.00%,100.00%
/2011/03/randomizing_customs.html,50,1,0:00:00,70.00%,100.00%
/2011/03/who_tortures_and_what_stops_th.html,50,1,0:00:00,70.00%,100.00%
/2011/04/431_days_and_counting_for_a_bu.html,50,1.5,0:00:47,70.00%,70.00%
/2011/04/canadian_election_update.html,50,1.2,0:00:39,60.00%,70.00%
/2011/04/forecasting_the_canadian_elect.html,50,1.5,0:00:26,80.00%,90.00%
/2011/04/how_wasteful_is_spending_on_ho/,50,1,0:00:00,20.00%,100.00%
/2011/04/me_my_post_and_arianna_now_let.html,50,1.2,0:00:16,60.00%,80.00%
/blog/2011/01/12/books_on_the_global_financial_/,50,1,0:00:00,90.00%,100.00%
/blog/2011/03/01/what_in_the_hell_is_going_on_i/,50,1.1,0:00:12,70.00%,90.00%
/blog/2011/05/10/who-support-islamic-militants-in-pakistan/,50,1.5,0:00:08,70.00%,50.00%
/blog/2011/05/24/ny-26-and-what-it-means/,50,1.4,0:00:32,100.00%,60.00%
/blog/2011/06/05/u-s-voter-participation-has-not-fallen-steadily-over-the-past-few-decades/,50,1.2,0:00:01,100.00%,80.00%
/blog/2011/06/06/drug-testing-and-tanf/,50,1.3,0:00:18,100.00%,70.00%
/blog/2011/06/06/measuring-faculty-productivity-or-not/,50,1.2,0:00:44,60.00%,80.00%
/blog/2011/06/22/lots-of-buzz-about-drones/,50,1.4,0:04:13,70.00%,80.00%
/blog/2011/07/10/derek-jeter-christian-lopez-and-rational-choices/,50,1.1,0:00:28,80.00%,90.00%
/blog/2011/07/18/compromising-in-theory-and-in-fact/,50,1.1,0:00:28,80.00%,90.00%
/blog/2011/07/19/genetic-essentialism-is-in-our-genes/,50,2.9,0:05:58,60.00%,60.00%
/blog/2011/08/10/npr-rush-limbaugh-and-magical-thinking/,50,1.1,0:00:00,90.00%,90.00%
/blog/2011/08/17/who-is-the-tea-party/,50,1.1,0:00:06,100.00%,90.00%
/blog/2011/09/14/the-effects-of-the-internet-on-politics/,50,1.2,0:00:20,90.00%,80.00%
/blog/2011/09/23/how-much-have-the-debates-hurt-rick-perry/,50,2.2,0:03:35,70.00%,60.00%
/blog/2011/09/23/projecting-the-un-security-council-vote-on-palestine/,50,1.4,0:01:18,80.00%,80.00%
/blog/2011/09/27/the-political-origins-of-consumer-confidence/,50,1.1,0:00:38,40.00%,90.00%
/blog/2011/09/29/terrorism-in-democracies/,50,1.1,0:01:08,90.00%,90.00%
/blog/2011/10/17/broken-politics-mixed-up-media/,50,1,0:00:00,70.00%,100.00%
/blog/2011/11/16/on-rick-perrys-proposal-to-cut-the-pay-of-members-of-congress/,50,1.5,0:00:14,90.00%,80.00%
/blog/2011/12/03/niall-ferguson-offers-to-give-away-all-his-money-and-resign-his-tenured-job/,50,1.1,0:00:01,50.00%,90.00%
/blog/2011/12/22/roger-simons-ignorance-about-polling/,50,1.1,0:00:06,80.00%,90.00%
/2007/11/the_longterm_economic_cost_of_1.html,45,1,0:00:00,88.89%,100.00%
/2008/03/delegate_poaching_in_colorado.html,45,1,0:00:00,88.89%,100.00%
